Geneid	GeneType	Group	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000109920.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000109786.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110083.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110095.2	unprocessed_pseudogene	pseudogenes	13	18	13	6	0	16	11	15
ENSMUSG00000109950.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109916.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110076.2	unprocessed_pseudogene	pseudogenes	10	1	1	2	0	0	0	0
ENSMUSG00000109763.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110190.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000109985.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000110307.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110149.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110024.2	unprocessed_pseudogene	pseudogenes	36	38	27	57	0	47	53	21
ENSMUSG00000109694.2	processed_pseudogene	pseudogenes	2	0	2	0	0	0	0	0
ENSMUSG00000109969.2	protein_coding	coding_genes	0	0	0	1	0	0	0	0
ENSMUSG00000109626.2	processed_pseudogene	pseudogenes	0	0	4	2	0	0	0	2
ENSMUSG00000092489.2	unprocessed_pseudogene	pseudogenes	1	0	2	0	0	0	0	0
ENSMUSG00000110267.2	processed_pseudogene	pseudogenes	4	0	7	6	0	0	3	0
ENSMUSG00000095430.4	protein_coding	coding_genes	16	13	9	15	2	0	5	10
ENSMUSG00000109883.2	processed_pseudogene	pseudogenes	3	0	0	0	0	0	0	0
ENSMUSG00000110385.2	unprocessed_pseudogene	pseudogenes	2	4	0	3	0	0	0	0
ENSMUSG00000051687.3	protein_coding	coding_genes	22	44	25	28	1	3	0	2
ENSMUSG00000110398.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110182.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000047655.3	protein_coding	coding_genes	12	16	13	19	0	0	11	0
ENSMUSG00000110173.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000092326.2	unprocessed_pseudogene	pseudogenes	1	0	0	1	0	0	0	0
ENSMUSG00000109762.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000043308.3	protein_coding	coding_genes	7	5	7	8	0	0	1	0
ENSMUSG00000110054.2	unprocessed_pseudogene	pseudogenes	3	10	6	10	0	0	1	2
ENSMUSG00000092285.2	unprocessed_pseudogene	pseudogenes	5	0	2	2	0	0	2	1
ENSMUSG00000109811.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000115267.2	protein_coding	coding_genes	18	7	4	3	1	1	1	3
ENSMUSG00000110271.2	processed_pseudogene	pseudogenes	2	1	0	0	0	0	0	0
ENSMUSG00000092466.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000119511.1	snRNA	non_conding_RNA	0	0	1	0	0	0	0	0
ENSMUSG00000110049.2	processed_pseudogene	pseudogenes	5	4	5	0	0	0	0	0
ENSMUSG00000092208.2	unprocessed_pseudogene	pseudogenes	0	0	2	6	0	0	0	2
ENSMUSG00000109860.2	unprocessed_pseudogene	pseudogenes	3	5	7	3	0	0	0	0
ENSMUSG00000110184.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000092398.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109752.2	processed_pseudogene	pseudogenes	2	2	4	3	0	0	0	0
ENSMUSG00000110292.2	processed_pseudogene	pseudogenes	0	1	2	4	0	5	0	1
ENSMUSG00000092318.2	unprocessed_pseudogene	pseudogenes	0	0	1	3	0	0	0	0
ENSMUSG00000109758.2	unprocessed_pseudogene	pseudogenes	5	7	0	6	0	0	1	4
ENSMUSG00000095864.3	protein_coding	coding_genes	24	18	8	7	0	0	3	0
ENSMUSG00000066807.3	processed_pseudogene	pseudogenes	5	0	2	2	0	2	0	2
ENSMUSG00000092535.2	unprocessed_pseudogene	pseudogenes	5	0	0	6	0	1	0	0
ENSMUSG00000109686.2	unprocessed_pseudogene	pseudogenes	3	0	1	9	0	2	0	1
ENSMUSG00000092350.2	unprocessed_pseudogene	pseudogenes	0	1	3	0	0	0	1	0
ENSMUSG00000109914.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000092248.2	unprocessed_pseudogene	pseudogenes	0	0	0	5	0	2	0	6
ENSMUSG00000061602.4	protein_coding	coding_genes	1	6	2	5	0	0	1	0
ENSMUSG00000110203.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000096735.4	protein_coding	coding_genes	4	2	0	7	1	1	1	0
ENSMUSG00000110082.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	1	0
ENSMUSG00000115744.2	protein_coding	coding_genes	13	11	11	18	7	5	1	14
ENSMUSG00000092351.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109630.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	1	0
ENSMUSG00000092476.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110121.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110042.2	lncRNA	long_non_conding_RNA	13	20	39	12	0	0	0	5
ENSMUSG00000115027.2	protein_coding	coding_genes	8	3	6	13	0	7	2	4
ENSMUSG00000058132.6	protein_coding	coding_genes	1	10	11	30	0	0	0	0
ENSMUSG00000066804.4	protein_coding	coding_genes	10	6	1	5	0	0	0	0
ENSMUSG00002074963.1	miRNA	non_conding_RNA	3	0	1	0	0	0	0	0
ENSMUSG00000066803.3	protein_coding	coding_genes	27	6	14	13	0	3	4	8
ENSMUSG00000092331.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000092610.2	unprocessed_pseudogene	pseudogenes	1	0	0	1	0	0	0	0
ENSMUSG00000092359.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	1	0	0
ENSMUSG00000034071.16	protein_coding	coding_genes	14	14	8	9	0	3	0	2
ENSMUSG00000092583.2	unprocessed_pseudogene	pseudogenes	40	61	41	72	1	8	8	16
ENSMUSG00000030386.20	protein_coding	coding_genes	29	20	20	17	2	4	1	2
ENSMUSG00000030385.5	protein_coding	coding_genes	71	58	41	61	1	5	7	14
ENSMUSG00000081550.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110022.2	processed_pseudogene	pseudogenes	11	4	1	6	0	0	0	13
ENSMUSG00000096002.3	protein_coding	coding_genes	59	58	59	71	4	8	11	20
ENSMUSG00000082872.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000096593.4	protein_coding	coding_genes	22	10	10	15	1	1	7	6
ENSMUSG00000117238.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000091045.11	protein_coding	coding_genes	72	41	55	49	0	3	0	4
ENSMUSG00000090762.3	protein_coding	coding_genes	59	66	51	100	0	12	16	22
ENSMUSG00000098135.2	processed_pseudogene	pseudogenes	2	0	1	1	0	1	0	0
ENSMUSG00000110031.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000070822.6	protein_coding	coding_genes	108	50	33	51	2	6	17	24
ENSMUSG00000109594.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000110124.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109724.2	transcribed_processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109925.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000057894.11	protein_coding	coding_genes	72	45	52	58	9	26	21	29
ENSMUSG00000110119.2	lncRNA	long_non_conding_RNA	5	7	8	5	0	0	2	6
ENSMUSG00000058638.15	protein_coding	coding_genes	145	72	54	60	25	11	24	20
ENSMUSG00000110320.2	lncRNA	long_non_conding_RNA	5	13	18	29	0	1	2	4
ENSMUSG00000060397.7	protein_coding	coding_genes	25	25	27	38	1	12	7	6
ENSMUSG00000054715.12	protein_coding	coding_genes	20	15	32	27	3	6	10	8
ENSMUSG00000120596.1	lncRNA	long_non_conding_RNA	0	0	1	2	0	0	7	0
ENSMUSG00000012848.16	protein_coding	coding_genes	322	353	381	291	59	95	95	201
ENSMUSG00000033967.5	protein_coding	coding_genes	7	2	4	5	4	9	2	8
ENSMUSG00000065006.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000097115.4	lncRNA	long_non_conding_RNA	50	15	27	13	18	4	36	24
ENSMUSG00000120524.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000102084.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000004500.10	protein_coding	coding_genes	20	22	18	39	0	3	9	9
ENSMUSG00000033961.17	protein_coding	coding_genes	26	35	43	31	2	4	5	3
ENSMUSG00000030382.16	protein_coding	coding_genes	33	23	15	54	1	5	1	5
ENSMUSG00000005566.15	protein_coding	coding_genes	346	323	369	299	23	139	79	131
ENSMUSG00000049600.9	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000033916.6	protein_coding	coding_genes	27	35	60	17	5	13	14	11
ENSMUSG00000005575.17	protein_coding	coding_genes	96	112	104	89	9	8	23	24
ENSMUSG00000030380.18	protein_coding	coding_genes	32	16	50	40	2	1	13	8
ENSMUSG00000070817.4	protein_coding	coding_genes	54	37	25	72	0	0	5	1
ENSMUSG00000110268.2	lncRNA	long_non_conding_RNA	0	0	3	3	1	4	0	0
ENSMUSG00000109707.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000070816.4	protein_coding	coding_genes	20	22	17	29	1	2	1	5
ENSMUSG00000070815.4	protein_coding	coding_genes	7	20	7	14	0	3	2	6
ENSMUSG00000109830.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000117853.2	protein_coding	coding_genes	40	5	31	37	0	5	2	6
ENSMUSG00000048261.7	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000110365.2	lncRNA	long_non_conding_RNA	4	10	2	5	0	1	0	3
ENSMUSG00000109911.2	unprocessed_pseudogene	pseudogenes	11	3	1	1	0	0	0	0
ENSMUSG00000095629.3	protein_coding	coding_genes	2	8	1	5	0	2	2	7
ENSMUSG00000092427.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000070814.18	protein_coding	coding_genes	57	49	36	58	1	9	22	9
ENSMUSG00000056394.21	protein_coding	coding_genes	129	177	131	149	19	39	36	19
ENSMUSG00000033847.16	protein_coding	coding_genes	84	59	51	68	5	9	11	12
ENSMUSG00000074547.5	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002074998.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000108293.2	unprocessed_pseudogene	pseudogenes	50	35	47	50	6	2	5	2
ENSMUSG00000109929.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002076915.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000005649.18	protein_coding	coding_genes	9	7	6	12	1	1	8	6
ENSMUSG00000107945.2	processed_pseudogene	pseudogenes	2	0	0	0	0	0	0	0
ENSMUSG00000074378.6	protein_coding	coding_genes	44	17	19	32	0	5	7	7
ENSMUSG00000107687.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000098644.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000078800.6	protein_coding	coding_genes	18	10	16	18	0	4	3	2
ENSMUSG00000078799.6	protein_coding	coding_genes	18	20	22	39	1	1	6	2
ENSMUSG00000101532.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000099400.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000100468.2	processed_pseudogene	pseudogenes	0	1	0	13	0	0	0	1
ENSMUSG00000082586.3	unprocessed_pseudogene	pseudogenes	3	0	0	0	0	1	0	1
ENSMUSG00000070811.7	protein_coding	coding_genes	2	8	9	15	4	5	4	3
ENSMUSG00000099901.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000078798.5	protein_coding	coding_genes	67	45	56	47	4	12	25	24
ENSMUSG00000100660.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000081982.6	unprocessed_pseudogene	pseudogenes	3	0	0	5	0	0	0	0
ENSMUSG00000100566.2	processed_pseudogene	pseudogenes	0	1	0	1	0	0	0	0
ENSMUSG00000074377.13	protein_coding	coding_genes	51	61	42	83	3	74	15	16
ENSMUSG00000099596.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000099744.2	processed_pseudogene	pseudogenes	0	0	2	3	0	0	0	0
ENSMUSG00000074375.4	protein_coding	coding_genes	96	115	92	85	8	4	7	24
ENSMUSG00000084102.3	unprocessed_pseudogene	pseudogenes	1	5	0	7	0	1	0	0
ENSMUSG00000080705.2	unprocessed_pseudogene	pseudogenes	12	9	1	26	0	6	6	2
ENSMUSG00000100378.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000070810.11	protein_coding	coding_genes	25	23	25	37	1	0	4	1
ENSMUSG00000098354.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098506.3	processed_pseudogene	pseudogenes	8	7	7	4	1	0	0	1
ENSMUSG00000099216.2	protein_coding	coding_genes	2	3	1	4	0	0	0	1
ENSMUSG00000098782.3	processed_pseudogene	pseudogenes	2	0	0	0	0	0	0	0
ENSMUSG00000107673.2	unprocessed_pseudogene	pseudogenes	4	5	7	3	2	0	0	0
ENSMUSG00000030378.16	protein_coding	coding_genes	26	32	17	38	1	7	7	6
ENSMUSG00000094156.3	protein_coding	coding_genes	28	23	20	32	3	2	2	6
ENSMUSG00000098290.2	unprocessed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000120336.1	lncRNA	long_non_conding_RNA	4	0	0	1	0	0	0	0
ENSMUSG00000098741.2	unprocessed_pseudogene	pseudogenes	2	0	0	1	0	0	0	0
ENSMUSG00000041596.13	transcribed_unprocessed_pseudogene	pseudogenes	194	120	174	169	4	22	24	22
ENSMUSG00000099242.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000100586.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000099055.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098520.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093773.2	unprocessed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000055942.14	protein_coding	coding_genes	26	23	31	29	0	1	4	0
ENSMUSG00000093665.3	unprocessed_pseudogene	pseudogenes	0	1	1	0	0	0	1	0
ENSMUSG00000105566.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098330.2	unprocessed_pseudogene	pseudogenes	4	0	0	0	0	0	0	0
ENSMUSG00000098508.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093549.3	unprocessed_pseudogene	pseudogenes	4	0	0	0	0	0	0	0
ENSMUSG00000093664.3	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000064977.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000093584.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106552.2	unprocessed_pseudogene	pseudogenes	0	0	0	4	0	0	0	0
ENSMUSG00000098309.2	unprocessed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000098564.2	unprocessed_pseudogene	pseudogenes	1	0	1	2	0	0	0	0
ENSMUSG00000093736.2	unprocessed_pseudogene	pseudogenes	3	1	0	1	0	0	0	0
ENSMUSG00000099198.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098469.2	unprocessed_pseudogene	pseudogenes	0	2	2	1	0	0	0	0
ENSMUSG00000094555.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000119510.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000093509.2	unprocessed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000105505.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000099056.2	unprocessed_pseudogene	pseudogenes	0	1	0	1	0	0	0	0
ENSMUSG00000099087.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093567.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093707.2	unprocessed_pseudogene	pseudogenes	0	1	2	2	0	0	0	0
ENSMUSG00000093770.2	unprocessed_pseudogene	pseudogenes	0	40	2	3	0	0	0	0
ENSMUSG00000105094.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098382.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000099298.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000094416.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095952.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095974.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093623.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000096414.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000094412.2	unprocessed_pseudogene	pseudogenes	1	0	0	2	0	0	0	1
ENSMUSG00000093961.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000094967.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093940.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000096797.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095922.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000094243.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000096439.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098404.2	unprocessed_pseudogene	pseudogenes	11	17	25	11	0	1	3	3
ENSMUSG00000093727.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106582.2	unprocessed_pseudogene	pseudogenes	0	1	0	1	0	0	0	0
ENSMUSG00000098561.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	4
ENSMUSG00000106616.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093554.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098744.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000074369.13	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000054310.17	protein_coding	coding_genes	14	6	5	11	2	4	2	2
ENSMUSG00000098278.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000095274.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093913.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093397.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000066772.13	protein_coding	coding_genes	28	50	35	43	0	5	8	11
ENSMUSG00000093421.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093719.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098861.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000098386.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093513.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000119159.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105898.2	unprocessed_pseudogene	pseudogenes	3	0	0	0	0	0	0	0
ENSMUSG00000106346.3	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000093420.2	unprocessed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000119732.1	snRNA	non_conding_RNA	0	0	2	1	0	0	0	0
ENSMUSG00000093683.3	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000105314.2	processed_pseudogene	pseudogenes	0	0	0	4	0	1	0	0
ENSMUSG00000074366.10	protein_coding	coding_genes	8	4	15	11	0	0	12	0
ENSMUSG00000104759.3	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000105410.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000092576.4	lncRNA	long_non_conding_RNA	11	10	6	8	0	0	1	5
ENSMUSG00000041583.9	protein_coding	coding_genes	16	5	15	40	0	4	0	3
ENSMUSG00000041578.16	protein_coding	coding_genes	28	19	18	35	1	2	2	3
ENSMUSG00000074365.14	protein_coding	coding_genes	153	88	118	162	3	6	14	8
ENSMUSG00000106050.2	processed_pseudogene	pseudogenes	2	1	1	2	0	1	0	0
ENSMUSG00000041571.11	protein_coding	coding_genes	62	80	76	44	6	7	1	10
ENSMUSG00000041560.13	protein_coding	coding_genes	98	80	80	103	12	27	28	42
ENSMUSG00000080478.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000093249.4	misc_RNA	non_conding_RNA	0	2	6	0	0	3	0	2
ENSMUSG00000074364.7	protein_coding	coding_genes	71	87	71	60	11	14	7	11
ENSMUSG00000070808.5	protein_coding	coding_genes	341	304	299	451	24	125	73	151
ENSMUSG00000109984.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000120250.1	lncRNA	long_non_conding_RNA	3	4	0	2	0	7	2	0
ENSMUSG00000078796.5	protein_coding	coding_genes	72	60	59	45	0	4	14	11
ENSMUSG00000006024.14	protein_coding	coding_genes	168	137	176	148	6	16	12	20
ENSMUSG00000006021.6	protein_coding	coding_genes	20	50	37	34	2	3	14	21
ENSMUSG00000030376.9	protein_coding	coding_genes	355	156	329	307	19	122	140	146
ENSMUSG00000041420.19	protein_coding	coding_genes	54	53	57	55	4	6	10	12
ENSMUSG00000006019.16	protein_coding	coding_genes	243	133	152	234	2	25	22	30
ENSMUSG00000110413.2	processed_pseudogene	pseudogenes	7	2	1	5	0	0	0	0
ENSMUSG00000074361.12	protein_coding	coding_genes	20	8	17	32	2	2	39	4
ENSMUSG00000080413.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000049130.7	protein_coding	coding_genes	50	25	20	26	4	9	5	7
ENSMUSG00000091811.3	protein_coding	coding_genes	9	12	13	8	2	10	0	0
ENSMUSG00000041375.20	protein_coding	coding_genes	33	41	50	33	3	16	4	13
ENSMUSG00000002083.14	protein_coding	coding_genes	56	50	65	57	0	7	11	12
ENSMUSG00000052833.10	protein_coding	coding_genes	272	290	283	277	24	52	66	76
ENSMUSG00000120191.1	lncRNA	long_non_conding_RNA	13	11	5	2	3	9	3	5
ENSMUSG00000120378.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000059273.10	protein_coding	coding_genes	157	112	152	151	6	22	27	23
ENSMUSG00000110181.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000109781.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000109647.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000019158.10	protein_coding	coding_genes	27	28	42	19	2	8	10	18
ENSMUSG00000001988.10	protein_coding	coding_genes	79	84	92	104	11	30	21	15
ENSMUSG00000119216.1	rRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000058230.13	protein_coding	coding_genes	482	458	452	392	50	91	138	118
ENSMUSG00000099423.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000101135.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000100583.7	lncRNA	long_non_conding_RNA	19	38	34	37	1	11	6	1
ENSMUSG00000108316.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000101008.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000064745.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000108610.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	1
ENSMUSG00000108307.2	transcribed_unprocessed_pseudogene	pseudogenes	49	34	26	40	0	2	5	4
ENSMUSG00000078795.3	protein_coding	coding_genes	4	2	2	10	0	6	0	3
ENSMUSG00000108370.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000108366.2	processed_pseudogene	pseudogenes	7	7	3	11	2	1	0	3
ENSMUSG00000007209.5	protein_coding	coding_genes	5	15	18	7	0	10	0	1
ENSMUSG00000008036.12	protein_coding	coding_genes	65	47	62	40	3	7	17	11
ENSMUSG00000001918.18	protein_coding	coding_genes	111	113	154	110	9	16	21	16
ENSMUSG00000048920.9	protein_coding	coding_genes	56	33	53	34	0	11	11	9
ENSMUSG00000030374.16	protein_coding	coding_genes	143	152	193	175	10	6	27	20
ENSMUSG00000041187.17	protein_coding	coding_genes	101	124	109	119	8	21	25	35
ENSMUSG00000097842.3	lncRNA	long_non_conding_RNA	18	24	6	16	0	1	8	5
ENSMUSG00000078794.5	protein_coding	coding_genes	63	70	20	58	18	6	21	9
ENSMUSG00000108671.2	TEC	unconfirmed_genes	1	1	8	1	0	0	5	0
ENSMUSG00000063594.6	protein_coding	coding_genes	7	9	4	12	0	0	2	0
ENSMUSG00000043017.10	protein_coding	coding_genes	27	9	12	44	0	0	7	8
ENSMUSG00000019370.11	protein_coding	coding_genes	133	78	136	105	1	18	38	21
ENSMUSG00000070802.6	protein_coding	coding_genes	19	12	16	20	3	2	4	4
ENSMUSG00000064689.3	snRNA	non_conding_RNA	1	3	1	3	2	0	0	1
ENSMUSG00000041141.8	protein_coding	coding_genes	5	11	29	5	0	0	0	0
ENSMUSG00000108348.3	protein_coding	coding_genes	10	16	7	7	0	2	0	4
