Geneid	GeneType	Group	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000109180.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000087870.3	snoRNA	non_conding_RNA	0	0	0	1	0	0	0	0
ENSMUSG00000064841.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105369.2	IG_V_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103432.2	TEC	unconfirmed_genes	6	3	2	2	0	0	0	2
ENSMUSG00000085004.3	lncRNA	long_non_conding_RNA	3	0	0	0	0	0	0	0
ENSMUSG00000097429.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000073062.4	protein_coding	coding_genes	39	16	23	17	0	0	1	0
ENSMUSG00000037263.14	protein_coding	coding_genes	7	7	0	7	0	0	0	0
ENSMUSG00000085487.2	processed_pseudogene	pseudogenes	1	0	1	0	0	0	0	1
ENSMUSG00000113920.2	processed_pseudogene	pseudogenes	1	0	1	1	0	0	0	0
ENSMUSG00000083550.2	processed_pseudogene	pseudogenes	2	0	0	0	0	0	0	0
ENSMUSG00000024383.10	protein_coding	coding_genes	86	60	79	62	5	8	9	9
ENSMUSG00000021213.13	protein_coding	coding_genes	3	0	7	0	0	0	0	0
ENSMUSG00002076241.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000101049.2	processed_pseudogene	pseudogenes	6	11	7	1	0	0	0	0
ENSMUSG00000032103.11	protein_coding	coding_genes	30	37	54	81	0	3	7	2
ENSMUSG00000117285.2	processed_pseudogene	pseudogenes	0	0	2	0	0	0	0	0
ENSMUSG00000058700.3	processed_pseudogene	pseudogenes	0	0	0	4	0	0	1	0
ENSMUSG00000062458.6	processed_pseudogene	pseudogenes	1	2	0	5	0	0	0	0
ENSMUSG00000095975.4	protein_coding	coding_genes	8	2	0	10	0	2	3	1
ENSMUSG00000108015.4	lncRNA	long_non_conding_RNA	4	7	10	5	0	1	3	0
ENSMUSG00000081167.2	processed_pseudogene	pseudogenes	0	0	1	0	0	0	0	0
ENSMUSG00000118503.2	unitary_pseudogene	pseudogenes	0	0	0	0	0	0	2	0
ENSMUSG00000111537.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	2	0
ENSMUSG00000108498.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000100813.2	lncRNA	long_non_conding_RNA	11	10	18	18	0	3	11	6
ENSMUSG00000065587.3	miRNA	non_conding_RNA	417	244	273	181	189	627	74	165
ENSMUSG00000035273.15	protein_coding	coding_genes	22	12	28	23	0	7	10	5
ENSMUSG00000091655.4	processed_pseudogene	pseudogenes	0	1	0	1	0	0	0	2
ENSMUSG00000027508.16	protein_coding	coding_genes	44	30	16	50	0	3	0	2
ENSMUSG00000104178.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000116000.2	lncRNA	long_non_conding_RNA	0	3	2	1	0	0	0	0
ENSMUSG00000070443.7	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000013701.14	protein_coding	coding_genes	7	2	4	0	0	0	0	0
ENSMUSG00000114666.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000084296.2	unprocessed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000044375.9	protein_coding	coding_genes	21	17	18	23	2	0	5	10
ENSMUSG00000109690.2	processed_pseudogene	pseudogenes	0	5	0	0	0	0	1	0
ENSMUSG00000085514.2	lncRNA	long_non_conding_RNA	5	1	5	5	0	0	2	0
ENSMUSG00000060090.17	protein_coding	coding_genes	117	30	29	16	3	1	2	6
ENSMUSG00000103942.2	lncRNA	long_non_conding_RNA	0	6	0	8	0	1	9	0
ENSMUSG00000094784.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000073572.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000112163.2	processed_pseudogene	pseudogenes	26	8	6	6	0	0	3	0
ENSMUSG00000105370.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002076751.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000099367.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000108525.2	processed_pseudogene	pseudogenes	0	5	1	2	0	0	0	0
ENSMUSG00000078612.10	protein_coding	coding_genes	5	1	5	6	0	0	6	2
ENSMUSG00000101559.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000117795.2	processed_pseudogene	pseudogenes	0	1	0	1	0	0	0	0
ENSMUSG00000092281.2	processed_pseudogene	pseudogenes	0	0	2	0	1	0	0	0
ENSMUSG00000022601.12	protein_coding	coding_genes	36	41	47	63	1	5	20	20
ENSMUSG00000009580.16	protein_coding	coding_genes	0	3	0	3	1	0	0	0
ENSMUSG00000038651.16	protein_coding	coding_genes	7	3	11	13	0	0	1	6
ENSMUSG00000093619.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000081677.2	processed_pseudogene	pseudogenes	26	52	27	16	6	3	3	3
ENSMUSG00000050335.18	protein_coding	coding_genes	105	115	110	97	2	9	12	8
ENSMUSG00000120268.1	lncRNA	long_non_conding_RNA	17	8	2	4	0	0	0	0
ENSMUSG00000104205.2	TEC	unconfirmed_genes	0	1	0	0	0	0	0	0
ENSMUSG00000113475.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000104688.2	processed_pseudogene	pseudogenes	11	1	2	8	0	0	0	0
ENSMUSG00000109837.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000102751.2	TEC	unconfirmed_genes	0	0	0	11	0	1	0	0
ENSMUSG00000029370.11	protein_coding	coding_genes	5	5	5	11	0	2	2	3
ENSMUSG00000118058.2	processed_pseudogene	pseudogenes	0	0	4	5	0	0	6	0
ENSMUSG00000072381.4	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000084323.5	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000031933.18	protein_coding	coding_genes	9	7	4	4	0	0	0	0
ENSMUSG00002075560.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000021767.20	protein_coding	coding_genes	92	60	59	79	14	26	36	55
ENSMUSG00000100368.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000107334.2	lncRNA	long_non_conding_RNA	0	1	10	4	0	0	0	0
ENSMUSG00000119759.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000092428.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000117822.2	processed_pseudogene	pseudogenes	2	0	5	8	0	1	0	0
ENSMUSG00000110856.2	processed_pseudogene	pseudogenes	1	0	0	3	0	0	0	0
ENSMUSG00000094811.8	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000020409.11	protein_coding	coding_genes	87	63	90	65	4	43	17	21
ENSMUSG00000040565.9	protein_coding	coding_genes	93	97	97	75	8	9	13	20
ENSMUSG00000105880.2	lncRNA	long_non_conding_RNA	0	1	0	0	0	0	0	0
ENSMUSG00000087452.3	lncRNA	long_non_conding_RNA	0	5	3	11	0	0	0	0
ENSMUSG00000081704.2	processed_pseudogene	pseudogenes	0	4	1	1	0	2	0	0
ENSMUSG00000066240.4	protein_coding	coding_genes	0	2	1	1	1	0	0	0
ENSMUSG00000036459.16	protein_coding	coding_genes	25	36	24	32	2	15	7	17
ENSMUSG00000027380.11	protein_coding	coding_genes	71	17	25	34	0	13	11	18
ENSMUSG00000045148.6	protein_coding	coding_genes	4	0	1	0	0	0	0	1
ENSMUSG00000000440.13	protein_coding	coding_genes	22	11	13	9	0	2	5	2
ENSMUSG00000076848.4	TR_V_gene	Ig_genes	0	0	0	0	0	0	0	0
ENSMUSG00000097940.3	processed_pseudogene	pseudogenes	0	4	0	0	0	0	0	0
ENSMUSG00000025137.16	protein_coding	coding_genes	15	26	26	26	2	11	9	15
ENSMUSG00000115439.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000103497.2	TEC	unconfirmed_genes	10	14	9	28	8	21	8	9
ENSMUSG00000085069.3	lncRNA	long_non_conding_RNA	17	3	18	13	0	4	0	3
ENSMUSG00000036027.14	protein_coding	coding_genes	6	4	4	7	0	4	2	4
ENSMUSG00000099877.7	lncRNA	long_non_conding_RNA	0	0	0	1	0	0	0	2
ENSMUSG00000104715.2	TEC	unconfirmed_genes	2	0	0	0	0	0	0	0
ENSMUSG00000113985.2	lncRNA	long_non_conding_RNA	0	1	0	0	0	1	0	0
ENSMUSG00000084833.2	lncRNA	long_non_conding_RNA	0	1	0	0	1	0	0	0
ENSMUSG00000074345.5	protein_coding	coding_genes	16	9	10	19	0	0	1	4
ENSMUSG00000101560.7	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000022220.15	protein_coding	coding_genes	60	56	58	71	3	4	11	3
ENSMUSG00000106143.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000049160.16	protein_coding	coding_genes	3	0	1	3	0	0	0	4
ENSMUSG00000095557.8	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000118568.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000051316.9	protein_coding	coding_genes	51	61	92	49	1	11	9	7
ENSMUSG00000021589.14	protein_coding	coding_genes	17	26	27	26	1	3	5	5
ENSMUSG00000116631.2	processed_pseudogene	pseudogenes	1	0	1	2	0	0	0	0
ENSMUSG00000088198.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000034037.15	protein_coding	coding_genes	47	33	37	40	1	14	6	13
ENSMUSG00000100878.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000031552.14	protein_coding	coding_genes	3	3	0	3	0	0	0	0
ENSMUSG00000089416.4	snRNA	non_conding_RNA	0	0	0	2	0	0	0	0
ENSMUSG00000098686.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000077474.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000099904.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000114248.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000032479.16	protein_coding	coding_genes	591	357	458	399	24	59	20	49
ENSMUSG00000070025.9	processed_pseudogene	pseudogenes	2	4	5	0	0	0	0	0
ENSMUSG00000109272.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000080996.4	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103524.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000119760.1	snRNA	non_conding_RNA	1	7	1	3	0	0	0	0
ENSMUSG00000037847.15	protein_coding	coding_genes	10	15	6	17	0	8	6	1
ENSMUSG00000053332.15	lncRNA	long_non_conding_RNA	83	99	109	85	26	28	35	35
ENSMUSG00000028312.20	protein_coding	coding_genes	95	80	76	37	7	22	23	17
ENSMUSG00000112794.2	TEC	unconfirmed_genes	20	7	21	8	1	2	1	0
ENSMUSG00000025188.16	protein_coding	coding_genes	19	19	11	32	0	3	1	1
ENSMUSG00000040452.10	protein_coding	coding_genes	15	7	3	19	0	1	0	1
ENSMUSG00000085579.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000083642.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	1
ENSMUSG00002076333.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000036362.3	protein_coding	coding_genes	5	5	9	1	0	0	1	3
ENSMUSG00000117377.2	processed_pseudogene	pseudogenes	0	0	3	0	0	1	0	0
ENSMUSG00000042010.17	protein_coding	coding_genes	121	88	89	86	18	11	13	51
ENSMUSG00000108107.3	processed_pseudogene	pseudogenes	1	0	2	3	0	0	3	3
ENSMUSG00000036078.17	protein_coding	coding_genes	20	13	21	25	9	2	8	6
ENSMUSG00000096183.8	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000110291.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000120899.1	lncRNA	long_non_conding_RNA	21	17	41	26	0	0	0	0
ENSMUSG00000111629.2	lncRNA	long_non_conding_RNA	0	0	0	1	0	0	0	0
ENSMUSG00000048304.9	protein_coding	coding_genes	2	3	0	1	2	2	0	2
ENSMUSG00000088225.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000069516.9	protein_coding	coding_genes	2	3	3	2	0	1	0	1
ENSMUSG00000081259.3	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000106653.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000100905.2	lncRNA	long_non_conding_RNA	6	0	0	1	0	0	3	2
ENSMUSG00000098713.2	processed_pseudogene	pseudogenes	0	3	3	0	0	0	3	0
ENSMUSG00000034930.17	protein_coding	coding_genes	17	6	0	6	0	3	2	2
ENSMUSG00000077501.3	snoRNA	non_conding_RNA	0	0	1	1	0	0	0	0
ENSMUSG00000062232.15	protein_coding	coding_genes	119	96	107	116	0	15	6	14
ENSMUSG00000034088.16	protein_coding	coding_genes	618	586	646	432	15	50	71	65
ENSMUSG00000039456.11	protein_coding	coding_genes	69	35	68	44	5	4	6	6
ENSMUSG00000057637.14	protein_coding	coding_genes	84	59	88	60	1	20	19	5
ENSMUSG00000102333.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000114758.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000031171.12	protein_coding	coding_genes	70	58	55	35	5	16	22	19
ENSMUSG00000112821.2	lncRNA	long_non_conding_RNA	3	0	2	1	0	0	1	0
ENSMUSG00000063176.3	protein_coding	coding_genes	0	1	0	0	0	0	0	0
ENSMUSG00000096210.3	protein_coding	coding_genes	73	48	45	40	5	17	9	15
ENSMUSG00000028134.12	protein_coding	coding_genes	28	27	24	26	4	6	2	4
ENSMUSG00000085606.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000094876.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000121042.1	lncRNA	long_non_conding_RNA	21	16	7	9	0	0	0	0
ENSMUSG00000050635.2	protein_coding	coding_genes	1	0	0	0	0	0	0	0
ENSMUSG00000032940.17	protein_coding	coding_genes	4	3	0	4	0	2	4	5
ENSMUSG00000050919.11	protein_coding	coding_genes	19	4	7	13	0	0	4	0
ENSMUSG00000032098.14	protein_coding	coding_genes	9	7	7	9	0	1	0	5
ENSMUSG00000054720.13	protein_coding	coding_genes	109	98	73	82	0	20	1	10
ENSMUSG00000026576.13	protein_coding	coding_genes	17	50	32	15	1	3	5	12
ENSMUSG00000117404.2	lncRNA	long_non_conding_RNA	0	2	1	4	0	1	0	1
ENSMUSG00000110438.2	processed_pseudogene	pseudogenes	3	0	1	0	0	2	3	0
ENSMUSG00000107399.3	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000105462.2	IG_V_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002076843.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000117887.2	processed_pseudogene	pseudogenes	0	0	0	4	0	0	0	0
ENSMUSG00000092373.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	4
ENSMUSG00000099459.3	lncRNA	long_non_conding_RNA	0	0	0	0	1	0	1	0
ENSMUSG00000037466.14	protein_coding	coding_genes	30	20	34	22	2	4	9	3
ENSMUSG00000003355.8	protein_coding	coding_genes	1	12	6	7	1	3	0	4
ENSMUSG00000021416.12	protein_coding	coding_genes	3	2	2	7	0	2	0	2
ENSMUSG00000103079.2	lncRNA	long_non_conding_RNA	1	3	2	4	0	0	0	1
ENSMUSG00000065706.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000088735.4	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000078247.7	lncRNA	long_non_conding_RNA	40	29	42	46	0	4	10	6
ENSMUSG00000035476.10	protein_coding	coding_genes	39	32	33	40	2	10	2	7
ENSMUSG00000030748.10	protein_coding	coding_genes	31	23	27	23	0	0	4	2
ENSMUSG00000113567.2	unprocessed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00000046798.15	protein_coding	coding_genes	31	37	51	42	2	5	3	8
ENSMUSG00000032306.15	protein_coding	coding_genes	19	4	9	21	7	11	7	6
ENSMUSG00000108591.2	TEC	unconfirmed_genes	1	7	1	3	0	7	0	0
ENSMUSG00000109929.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000084415.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000037034.17	protein_coding	coding_genes	10	19	15	3	0	0	0	0
ENSMUSG00000043881.10	protein_coding	coding_genes	13	15	13	3	0	0	1	5
ENSMUSG00000082961.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000118030.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000070709.13	protein_coding	coding_genes	6	4	3	5	0	0	1	0
ENSMUSG00000072473.5	protein_coding	coding_genes	5	0	3	1	0	0	1	1
ENSMUSG00000111064.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000084898.3	lncRNA	long_non_conding_RNA	7	2	1	4	0	0	0	7
ENSMUSG00002075652.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000028185.13	protein_coding	coding_genes	5	2	4	10	2	0	0	2
ENSMUSG00000040657.4	lncRNA	long_non_conding_RNA	0	0	0	1	0	0	0	0
ENSMUSG00000030316.14	protein_coding	coding_genes	18	26	24	16	1	4	8	7
ENSMUSG00000116696.2	processed_pseudogene	pseudogenes	0	1	0	1	0	0	0	0
ENSMUSG00000041638.19	protein_coding	coding_genes	264	214	240	203	20	63	72	45
ENSMUSG00000087544.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000117914.3	lncRNA	long_non_conding_RNA	0	10	5	5	0	0	1	1
ENSMUSG00000035681.8	protein_coding	coding_genes	3	21	15	11	0	8	2	1
ENSMUSG00000079036.11	protein_coding	coding_genes	21	23	8	11	0	7	9	3
ENSMUSG00000099969.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000105972.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000103106.2	TEC	unconfirmed_genes	1	0	0	1	0	2	0	0
ENSMUSG00000114193.2	TEC	unconfirmed_genes	3	2	3	4	0	1	0	1
ENSMUSG00000090017.3	lncRNA	long_non_conding_RNA	3	1	1	3	0	1	0	0
ENSMUSG00000023025.17	protein_coding	coding_genes	70	69	86	110	44	28	14	59
ENSMUSG00000101652.2	processed_pseudogene	pseudogenes	0	0	1	1	1	0	0	0
ENSMUSG00000085041.3	lncRNA	long_non_conding_RNA	2	5	1	2	0	0	0	0
ENSMUSG00000041891.17	protein_coding	coding_genes	67	53	60	49	2	19	11	7
ENSMUSG00000103589.6	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000095649.4	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002076398.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000049744.16	protein_coding	coding_genes	4	12	11	6	0	0	5	1
ENSMUSG00000120361.1	lncRNA	long_non_conding_RNA	5	5	1	7	3	0	1	1
ENSMUSG00000106235.2	lncRNA	long_non_conding_RNA	11	6	4	6	0	0	0	0
ENSMUSG00000074437.6	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000116723.2	lncRNA	long_non_conding_RNA	0	0	0	1	0	0	0	0
ENSMUSG00000072983.5	protein_coding	coding_genes	9	11	9	13	2	1	2	1
ENSMUSG00000025220.9	protein_coding	coding_genes	178	193	219	175	7	47	30	39
ENSMUSG00000104781.2	lncRNA	long_non_conding_RNA	0	0	0	5	0	0	0	0
ENSMUSG00000035095.12	protein_coding	coding_genes	17	18	16	28	0	1	5	6
ENSMUSG00000065141.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000098778.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000050106.19	protein_coding	coding_genes	16	25	17	13	0	3	6	2
ENSMUSG00000084925.9	lncRNA	long_non_conding_RNA	0	9	2	4	0	0	1	1
ENSMUSG00000091692.3	protein_coding	coding_genes	1	0	1	1	0	0	0	0
ENSMUSG00000114220.2	lncRNA	long_non_conding_RNA	1	0	0	6	0	0	0	0
ENSMUSG00000102398.2	TEC	unconfirmed_genes	12	3	13	2	1	2	0	3
ENSMUSG00000109364.2	lncRNA	long_non_conding_RNA	0	4	0	0	0	0	0	0
ENSMUSG00000103616.2	TEC	unconfirmed_genes	0	3	3	0	1	1	0	0
ENSMUSG00000013523.14	protein_coding	coding_genes	12	13	11	17	2	1	9	0
ENSMUSG00000096275.3	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000042595.8	protein_coding	coding_genes	32	36	42	30	5	12	1	7
ENSMUSG00000054537.9	protein_coding	coding_genes	1	13	5	1	0	0	2	3
ENSMUSG00000112886.2	processed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00000022855.10	protein_coding	coding_genes	134	138	104	102	5	25	11	34
ENSMUSG00000083734.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00002076425.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000024413.15	protein_coding	coding_genes	229	126	160	142	2	14	9	16
ENSMUSG00000078866.11	protein_coding	coding_genes	0	0	0	2	0	0	0	0
ENSMUSG00000117469.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000110383.2	lncRNA	long_non_conding_RNA	3	2	2	7	0	0	1	3
ENSMUSG00002074971.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000019818.16	protein_coding	coding_genes	607	499	539	391	9	28	31	37
ENSMUSG00000106745.2	lncRNA	long_non_conding_RNA	1	0	0	0	0	0	0	0
ENSMUSG00000081231.2	processed_pseudogene	pseudogenes	18	4	6	6	0	2	0	2
ENSMUSG00000120871.1	lncRNA	long_non_conding_RNA	5	13	4	29	5	9	4	10
ENSMUSG00000038473.15	protein_coding	coding_genes	36	33	32	28	1	15	17	16
ENSMUSG00000086863.3	lncRNA	long_non_conding_RNA	0	0	5	6	0	0	0	0
ENSMUSG00000033313.12	protein_coding	coding_genes	12	18	8	17	2	7	1	5
ENSMUSG00000065651.4	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000018008.9	protein_coding	coding_genes	24	17	12	30	1	3	1	3
ENSMUSG00000102425.2	TEC	unconfirmed_genes	9	2	5	3	2	10	0	9
ENSMUSG00000030680.7	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000020865.17	protein_coding	coding_genes	34	32	36	30	3	2	2	11
ENSMUSG00000112913.2	lncRNA	long_non_conding_RNA	8	1	10	10	0	0	2	1
ENSMUSG00000109874.2	TEC	unconfirmed_genes	2	3	2	5	0	0	0	7
ENSMUSG00000084360.2	processed_pseudogene	pseudogenes	0	0	0	3	0	0	1	0
ENSMUSG00000100971.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000121134.1	lncRNA	long_non_conding_RNA	3	12	14	10	0	2	0	0
ENSMUSG00000028718.17	protein_coding	coding_genes	38	26	39	55	3	4	11	26
ENSMUSG00000061331.6	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000107008.5	lncRNA	long_non_conding_RNA	28	15	11	18	0	7	2	7
ENSMUSG00000089992.4	protein_coding	coding_genes	6	3	3	3	0	0	1	0
ENSMUSG00002076935.1	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000110410.2	lncRNA	long_non_conding_RNA	3	3	5	3	0	0	0	0
ENSMUSG00000105554.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	1	0
ENSMUSG00000099431.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000117979.3	lncRNA	long_non_conding_RNA	5	5	0	3	0	2	0	1
ENSMUSG00000092465.3	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000029192.18	protein_coding	coding_genes	59	63	55	71	8	14	12	27
ENSMUSG00000064460.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000001510.9	protein_coding	coding_genes	19	29	6	10	5	3	3	5
ENSMUSG00000076885.2	TR_J_gene	Ig_genes	0	0	0	0	0	0	0	0
ENSMUSG00000062867.14	protein_coding	coding_genes	10	19	19	11	4	11	4	2
ENSMUSG00000103051.2	unprocessed_pseudogene	pseudogenes	0	13	4	3	0	0	0	0
ENSMUSG00000051977.17	protein_coding	coding_genes	8	12	5	7	2	2	12	9
ENSMUSG00000113659.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000108683.2	lncRNA	long_non_conding_RNA	1	0	1	1	0	1	1	1
ENSMUSG00000022156.9	protein_coding	coding_genes	0	0	4	0	0	0	0	0
ENSMUSG00000027788.7	protein_coding	coding_genes	1	6	0	1	0	0	0	0
ENSMUSG00000022474.16	protein_coding	coding_genes	124	119	168	99	9	26	31	19
ENSMUSG00000079531.2	protein_coding	coding_genes	0	0	3	0	0	0	0	0
ENSMUSG00000033364.14	protein_coding	coding_genes	103	97	59	95	7	4	5	16
ENSMUSG00000102935.2	TEC	unconfirmed_genes	1	4	1	5	1	0	0	1
ENSMUSG00000084507.3	snRNA	non_conding_RNA	3	1	1	0	0	0	0	0
ENSMUSG00000053856.8	protein_coding	coding_genes	2	12	1	5	0	0	0	2
ENSMUSG00000109901.3	protein_coding	coding_genes	21	15	22	16	0	0	2	2
ENSMUSG00000019437.18	protein_coding	coding_genes	27	45	33	21	18	54	7	17
ENSMUSG00000000902.14	protein_coding	coding_genes	164	64	45	49	1	34	10	21
ENSMUSG00000118122.2	lncRNA	long_non_conding_RNA	4	0	2	2	0	0	0	0
ENSMUSG00000097048.9	lncRNA	long_non_conding_RNA	9	10	17	18	3	8	11	4
ENSMUSG00000044560.4	protein_coding	coding_genes	0	3	6	0	1	1	0	0
ENSMUSG00000111156.2	lncRNA	long_non_conding_RNA	0	0	5	0	0	0	0	1
ENSMUSG00002075744.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000106180.2	processed_pseudogene	pseudogenes	4	3	1	14	2	2	0	0
ENSMUSG00000107518.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000077148.3	snRNA	non_conding_RNA	0	1	0	0	0	0	0	0
