"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"SEC23A","SEC23A (S. cerevisiae)","1","0","2","0.101213"
"SLC6A11","solute carrier family 6 (neurotransmitter transporter, GABA), member 11","0","0","2","0.101213"
"SPEG","SPEG complex locus","0","0","2","0.101213"
"SRR","serine racemase","1","0","2","0.101213"
"VSX2","visual system homeobox 2","0","0","2","0.101213"
"ZFP593","zinc finger protein 593","0","0","2","0.101213"
"KIF21B","kinesin family member 21B","0","0","5","0.101028"
"9830107B12RIK","RIKEN cDNA 9830107B12 gene","0","0","3","0.100905"
"LMX1A","LIM homeobox transcription factor 1 alpha","0","0","3","0.100905"
"PCDH10","protocadherin 10","0","0","4","0.100751"
"2310005G13RIK","RIKEN cDNA 2310005G13 gene","0","0","1","0.100294"
"FOXO6","forkhead box O6","0","0","1","0.100294"
"HSD11B2","hydroxysteroid 11-beta dehydrogenase 2","3","0","1","0.100294"
"NELL2","NEL-like 2 (chicken)","0","0","1","0.100294"
"NIPBL","Nipped-B homolog (Drosophila)","0","0","1","0.100294"
"SNX6","sorting nexin 6","0","0","1","0.100294"
"TMEM108","transmembrane protein 108","0","0","1","0.100294"
"DLG5","discs, large homolog 5 (Drosophila)","0","0","2","0.100293"
"FOXA1","forkhead box A1","0","0","2","0.100293"
"GLIS2","GLIS family zinc finger 2","0","0","2","0.100293"
"GPR180","G protein-coupled receptor 180","0","0","2","0.100293"
"HOOK3","hook homolog 3 (Drosophila)","0","0","3","0.100293"
"HOXA11","homeobox A11","0","0","2","0.100293"
"ING5","inhibitor of growth family, member 5","0","0","3","0.100293"
"OCRL","oculocerebrorenal syndrome of Lowe","3","0","4","0.100293"
"PLP1","proteolipid protein (myelin) 1","0","0","2","0.100293"
"SERINC3","serine incorporator 3","0","0","2","0.100293"
"SUV420H1","suppressor of variegation 4-20 homolog 1 (Drosophila)","1","0","3","0.100293"
"TSN","translin","0","0","3","0.100293"
"YES1","Yamaguchi sarcoma viral (v-yes) oncogene homolog 1","2","0","3","0.100293"
"ZFP449","zinc finger protein 449","0","0","3","0.100293"
"SPNB2","spectrin beta 2","1","0","4","0.0998395"
"ANKRD40","ankyrin repeat domain 40","0","0","3","0.099689"
"CNOT6L","CCR4-NOT transcription complex, subunit 6-like","1","0","3","0.099689"
"DCUN1D1","DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)","0","0","3","0.099689"
"PODXL","podocalyxin-like","0","0","3","0.099689"
"SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","1","0","3","0.099689"
"HDGFRP3","hepatoma-derived growth factor, related protein 3","0","0","5","0.0995691"
"RBM33","RNA binding motif protein 33","0","0","5","0.0995691"
"CDK17","cyclin-dependent kinase 17","0","0","2","0.0993898"
"DNMT3B","DNA methyltransferase 3B","2","0","2","0.0993898"
"RFX4","regulatory factor X, 4 (influences HLA class II expression)","0","0","2","0.0993898"
"SLCO1A4","solute carrier organic anion transporter family, member 1a4","0","0","2","0.0993898"
"HSPA12A","heat shock protein 12A","0","0","4","0.0993896"
"RANBP17","RAN binding protein 17","0","0","3","0.0990922"
"DAB2IP","disabled homolog 2 (Drosophila) interacting protein","0","0","4","0.098944"
"FOXK1","forkhead box K1","0","0","4","0.098944"
"FOXK2","forkhead box K2","0","0","3","0.0985024"
"MAPT","microtubule-associated protein tau","2","2","3","0.0985024"
"PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","1","0","3","0.0985024"
"SLC19A2","solute carrier family 19 (thiamine transporter), member 2","0","0","3","0.0985024"
"UNKL","unkempt-like (Drosophila)","0","0","3","0.0985024"
"WASF2","WAS protein family, member 2","4","1","3","0.0985024"
"MBTD1","mbt domain containing 1","0","0","4","0.0985023"
"ATMIN","ATM interactor","0","0","2","0.0985021"
"CTR9","Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)","0","0","1","0.0985021"
"CYGB","cytoglobin","0","0","2","0.0985021"
"DND1","dead end homolog 1 (zebrafish)","0","0","1","0.0985021"
"HMGN5","high-mobility group nucleosome binding domain 5","0","0","1","0.0985021"
"KRR1","KRR1, small subunit (SSU) processome component, homolog (yeast)","0","0","2","0.0985021"
"MORF4L2","mortality factor 4 like 2","0","0","1","0.0985021"
"PRSS35","protease, serine, 35","0","0","1","0.0985021"
"RELL2","RELT-like 2","0","0","1","0.0985021"
"SCAMP4","secretory carrier membrane protein 4","0","0","1","0.0985021"
"SLC35A4","solute carrier family 35, member A4","0","0","1","0.0985021"
"USP10","ubiquitin specific peptidase 10","0","0","1","0.0985021"
"DDX19B","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b","0","0","4","0.0980646"
"FAM160B1","family with sequence similarity 160, member B1","0","0","3","0.0979194"
"SLC25A46","solute carrier family 25, member 46","0","0","3","0.0979194"
"TXLNA","taxilin alpha","0","0","3","0.0979194"
"UBE4A","ubiquitination factor E4A, UFD2 homolog (S. cerevisiae)","1","0","3","0.0979194"
"AK122525","","0","0","2","0.0976306"
"DNAJC13","DnaJ (Hsp40) homolog, subfamily C, member 13","0","0","2","0.0976306"
"DUSP6","dual specificity phosphatase 6","1","0","2","0.0976306"
"FAM192A","family with sequence similarity 192, member A","0","0","2","0.0976306"
"GUCY1B3","guanylate cyclase 1, soluble, beta 3","5","0","2","0.0976306"
"ZFP553","zinc finger protein 553","0","0","2","0.0976306"
"CELF1","CUGBP, Elav-like family member 1","0","0","5","0.0974581"
"MTUS1","mitochondrial tumor suppressor 1","0","0","3","0.0973435"
"NRF1","nuclear respiratory factor 1","1","0","3","0.0973435"
"UST","uronyl-2-sulfotransferase","1","0","3","0.0973435"
"ZFP46","zinc finger protein 46","0","0","4","0.0972005"
"ADAMTS6","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6","0","0","5","0.097115"
"GPC6","glypican 6","0","0","5","0.097115"
"1700021K19RIK","RIKEN cDNA 1700021K19 gene","0","0","3","0.0967743"
"BC024479","cDNA sequence BC024479","0","0","1","0.0967743"
"CHEK1","checkpoint kinase 1 homolog (S. pombe)","2","4","2","0.0967743"
"CLTB","clathrin, light polypeptide (Lcb)","4","1","1","0.0967743"
"CRMP1","collapsin response mediator protein 1","0","0","1","0.0967743"
"DACT3","dapper homolog 3, antagonist of beta-catenin (xenopus)","0","0","1","0.0967743"
"DSTYK","dual serine/threonine and tyrosine protein kinase","0","0","4","0.0967743"
"GCLC","glutamate-cysteine ligase, catalytic subunit","2","0","1","0.0967743"
"GDPD2","glycerophosphodiester phosphodiesterase domain containing 2","0","0","1","0.0967743"
"JUP","junction plakoglobin","3","0","1","0.0967743"
"KDELR1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","0","1","1","0.0967743"
"LRRC4C","leucine rich repeat containing 4C","1","0","1","0.0967743"
"MKNK2","MAP kinase-interacting serine/threonine kinase 2","2","2","2","0.0967743"
"OCLN","occludin","4","0","2","0.0967743"
"PHC2","polyhomeotic-like 2 (Drosophila)","0","0","2","0.0967743"
"PRDM16","PR domain containing 16","0","0","4","0.0967743"
"RBM5","RNA binding motif protein 5","0","0","1","0.0967743"
"SGK3","serum/glucocorticoid regulated kinase 3","0","0","3","0.0967743"
"SIRPA","signal-regulatory protein alpha","0","0","3","0.0967743"
"SP9","trans-acting transcription factor 9","0","0","1","0.0967743"
"STX1B","syntaxin 1B","1","0","1","0.0967743"
"SYNGR2","synaptogyrin 2","0","0","1","0.0967743"
"TMEM28","transmembrane protein 28","0","0","3","0.0967743"
"TRAK1","trafficking protein, kinesin binding 1","0","0","3","0.0967743"
"TRPM7","transient receptor potential cation channel, subfamily M, member 7","0","0","2","0.0967743"
"TSC22D1","TSC22 domain family, member 1","0","0","2","0.0967743"
"TTC13","tetratricopeptide repeat domain 13","0","0","1","0.0967743"
"PAPOLA","poly (A) polymerase alpha","1","0","6","0.0967741"
"PDZD2","PDZ domain containing 2","0","0","4","0.0963515"
"ST8SIA2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2","0","0","4","0.0963515"
"SLC24A2","solute carrier family 24 (sodium/potassium/calcium exchanger), member 2","0","0","6","0.0962116"
"ABAT","4-aminobutyrate aminotransferase","6","0","3","0.0962115"
"BTLA","B and T lymphocyte associated","0","0","3","0.0962115"
"LYPD6","LY6/PLAUR domain containing 6","0","0","3","0.0962115"
"MARCH8","membrane-associated ring finger (C3HC4) 8","0","0","3","0.0962115"
"PPP1R16B","protein phosphatase 1, regulatory (inhibitor) subunit 16B","0","0","3","0.0962115"
"RNF170","ring finger protein 170","0","0","3","0.0962115"
"ADAM12","a disintegrin and metallopeptidase domain 12 (meltrin alpha)","0","1","5","0.0960998"
"PELI2","pellino 2","0","0","4","0.0959327"
"ADCYAP1","adenylate cyclase activating polypeptide 1","1","0","2","0.0959325"
"DAZL","deleted in azoospermia-like","0","0","2","0.0959325"
"PACSIN1","protein kinase C and casein kinase substrate in neurons 1","0","0","2","0.0959325"
"PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma","7","0","2","0.0959325"
"PRKG1","protein kinase, cGMP-dependent, type I","5","1","2","0.0959325"
"RALGAPA1","Ral GTPase activating protein, alpha subunit 1","0","0","2","0.0959325"
"RCC2","regulator of chromosome condensation 2","0","0","2","0.0959325"
"SPESP1","sperm equatorial segment protein 1","0","0","2","0.0959325"
"SPOP","speckle-type POZ protein","0","0","2","0.0959325"
"TRIM39","tripartite motif-containing 39","0","0","2","0.0959325"
"C530008M17RIK","RIKEN cDNA C530008M17 gene","0","0","3","0.0956554"
"MEIS1","Meis homeobox 1","0","0","3","0.0956554"
"PDK1","pyruvate dehydrogenase kinase, isoenzyme 1","5","0","3","0.0956554"
"RUNX1T1","runt-related transcription factor 1; translocated to, 1 (cyclin D-related)","2","0","3","0.0956554"
"TLE4","transducin-like enhancer of split 4, homolog of Drosophila E(spl)","0","0","3","0.0956554"
"EPB4.1L1","erythrocyte protein band 4.1-like 1","1","0","4","0.0955175"
"SPRY4","sprouty homolog 4 (Drosophila)","1","1","4","0.0955175"
"CLPX","caseinolytic peptidase X (E.coli)","0","0","1","0.095106"
"FSCN1","fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)","0","0","1","0.095106"
"HIP1R","huntingtin interacting protein 1 related","0","0","1","0.095106"
"NFKB1","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1, p105","22","33","1","0.095106"
"PACS1","phosphofurin acidic cluster sorting protein 1","0","0","1","0.095106"
"PTTG1","pituitary tumor-transforming gene 1","2","0","1","0.095106"
"RUSC2","RUN and SH3 domain containing 2","0","0","1","0.095106"
"SEP15","selenoprotein","0","0","1","0.095106"
"THUMPD1","THUMP domain containing 1","0","0","1","0.095106"
"ZNRF2","zinc and ring finger 2","0","0","1","0.095106"
"CDK13","cyclin-dependent kinase 13","0","0","3","0.0951058"
"RAP2B","RAP2B, member of RAS oncogene family","0","1","3","0.0951058"
"SCN2A1","sodium channel, voltage-gated, type II, alpha 1","0","0","3","0.0951058"
"SNX18","sorting nexin 18","0","0","3","0.0951058"
"ZFP185","zinc finger protein 185","0","0","3","0.0951058"
"2510009E07RIK","RIKEN cDNA 2510009E07 gene","0","0","4","0.0951056"
"AMFR","autocrine motility factor receptor","1","0","2","0.0951056"
"BHLHE22","basic helix-loop-helix family, member e22","0","0","2","0.0951056"
"C80913","expressed sequence C80913","0","0","2","0.0951056"
"CDC25B","cell division cycle 25 homolog B (S. pombe)","3","4","2","0.0951056"
"FGFR3","fibroblast growth factor receptor 3","5","0","2","0.0951056"
"GAS2","growth arrest specific 2","0","1","2","0.0951056"
"GRIA2","glutamate receptor, ionotropic, AMPA2 (alpha 2)","4","0","4","0.0951056"
"PCSK7","proprotein convertase subtilisin/kexin type 7","0","0","2","0.0951056"
"PEX5","peroxisomal biogenesis factor 5","1","0","2","0.0951056"
"REEP3","receptor accessory protein 3","0","0","2","0.0951056"
"SEC16A","SEC16 homolog A (S. cerevisiae)","0","0","2","0.0951056"
"SLC27A4","solute carrier family 27 (fatty acid transporter), member 4","1","0","2","0.0951056"
"TIA1","cytotoxic granule-associated RNA binding protein 1","0","0","4","0.0946975"
"PRDM1","PR domain containing 1, with ZNF domain","0","0","3","0.0945621"
"RNGTT","RNA guanylyltransferase and 5'-phosphatase","0","0","3","0.0945621"
"SORBS1","sorbin and SH3 domain containing 1","3","0","3","0.0945621"
"SS18L1","synovial sarcoma translocation gene on chromosome 18-like 1","0","0","3","0.0945621"
"UBN1","ubinuclein 1","0","0","3","0.0945621"
"YAF2","YY1 associated factor 2","0","0","3","0.0945621"
"BRAF","Braf transforming gene","27","1","5","0.0944542"
"2810432L12RIK","RIKEN cDNA 2810432L12 gene","0","0","2","0.0942929"
"BAP1","Brca1 associated protein 1","0","0","2","0.0942929"
"BBOX1","butyrobetaine (gamma), 2-oxoglutarate dioxygenase 1 (gamma-butyrobetaine hydroxylase)","1","0","2","0.0942929"
"DLGAP4","discs, large homolog-associated protein 4 (Drosophila)","0","0","2","0.0942929"
"RNPC3","RNA-binding region (RNP1, RRM) containing 3","0","0","2","0.0942929"
"SDC4","syndecan 4","3","0","2","0.0942929"
"TCEAL8","transcription elongation factor A (SII)-like 8","0","0","2","0.0942929"
"TMEM117","transmembrane protein 117","0","0","2","0.0942929"
"TTC14","tetratricopeptide repeat domain 14","0","0","5","0.0941319"
"BAALC","brain and acute leukemia, cytoplasmic","0","0","3","0.0940249"
"BCL2L1","BCL2-like 1","8","5","3","0.0940249"
"DCAF8","DDB1 and CUL4 associated factor 8","0","0","3","0.0940249"
"TNFAIP1","tumor necrosis factor, alpha-induced protein 1 (endothelial)","0","0","3","0.0940249"
"DMTF1","cyclin D binding myb-like transcription factor 1","0","0","2","0.0934939"
"LIMK1","LIM-domain containing, protein kinase","3","4","2","0.0934939"
"MZT1","mitotic spindle organizing protein 1","0","0","2","0.0934939"
"PDE4D","phosphodiesterase 4D, cAMP specific","1","0","2","0.0934939"
"SLC25A25","solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25","0","0","2","0.0934939"
"SV2A","synaptic vesicle glycoprotein 2 a","1","0","2","0.0934939"
"TMEM57","transmembrane protein 57","0","0","2","0.0934939"
"ZBTB40","zinc finger and BTB domain containing 40","0","0","2","0.0934939"
"4933411K20RIK","RIKEN cDNA 4933411K20 gene","0","0","3","0.0934938"
"ZBTB37","zinc finger and BTB domain containing 37","0","0","3","0.0934938"
"RALGAPB","Ral GTPase activating protein, beta subunit (non-catalytic)","0","0","5","0.0934937"
"ARGLU1","arginine and glutamate rich 1","0","0","1","0.0934935"
"D19ERTD737E","DNA segment, Chr 19, ERATO Doi 737, expressed","0","0","1","0.0934935"
"EEFSEC","eukaryotic elongation factor, selenocysteine-tRNA-specific","0","0","1","0.0934935"
"EIF2AK3","eukaryotic translation initiation factor 2 alpha kinase 3","3","1","1","0.0934935"
"GLDC","glycine decarboxylase","2","0","1","0.0934935"
"GPX7","glutathione peroxidase 7","2","0","1","0.0934935"
"IER5","immediate early response 5","0","0","1","0.0934935"
"LAD1","ladinin","0","0","1","0.0934935"
"PRSS16","protease, serine, 16 (thymus)","0","0","1","0.0934935"
"SAR1B","SAR1 gene homolog B (S. cerevisiae)","1","0","1","0.0934935"
"STX5A","syntaxin 5A","1","0","1","0.0934935"
"SYDE2","synapse defective 1, Rho GTPase, homolog 2 (C. elegans)","0","0","1","0.0934935"
"UBAC2","ubiquitin associated domain containing 2","0","0","1","0.0934935"
"VPS35","vacuolar protein sorting 35","0","0","1","0.0934935"
"ZFP445","zinc finger protein 445","0","0","1","0.0934935"
"SORT1","sortilin 1","2","0","5","0.0931779"
"EEA1","early endosome antigen 1","2","1","4","0.0930993"
"NRXN1","neurexin I","1","0","4","0.0930993"
"PCDHA4","protocadherin alpha 4","0","0","4","0.0930993"
"DOT1L","DOT1-like, histone H3 methyltransferase (S. cerevisiae)","1","0","3","0.0929683"
"PCLO","piccolo (presynaptic cytomatrix protein)","0","0","3","0.0929683"
"ANKFY1","ankyrin repeat and FYVE domain containing 1","0","0","4","0.092708"
"CPSF7","cleavage and polyadenylation specific factor 7","0","0","2","0.092708"
"DNM1","dynamin 1","3","5","2","0.092708"
"DPP4","dipeptidylpeptidase 4","1","0","2","0.092708"
"EMID2","EMI domain containing 2","0","0","2","0.092708"
"MTMR3","myotubularin related protein 3","0","0","2","0.092708"
"ADAMTS15","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15","0","0","3","0.0924491"
"CST6","cystatin E/M","0","0","3","0.0924491"
"RAB5B","RAB5B, member RAS oncogene family","4","0","3","0.0924491"
"SLC17A3","solute carrier family 17 (sodium phosphate), member 3","0","0","3","0.0924491"
"OSBPL6","oxysterol binding protein-like 6","0","0","4","0.0923201"
"ACAN","aggrecan","0","0","1","0.0919355"
"ARF2","ADP-ribosylation factor 2","0","0","2","0.0919355"
"ARNTL","aryl hydrocarbon receptor nuclear translocator-like","1","0","1","0.0919355"
"BMPER","BMP-binding endothelial regulator","0","0","2","0.0919355"
"CARD10","caspase recruitment domain family, member 10","0","0","1","0.0919355"
"CEBPZ","CCAAT/enhancer binding protein zeta","0","0","1","0.0919355"
"CLSTN3","calsyntenin 3","0","0","1","0.0919355"
"CMTM6","CKLF-like MARVEL transmembrane domain containing 6","0","0","3","0.0919355"
"CNN1","calponin 1","0","0","2","0.0919355"
"DNALC4","dynein, axonemal, light chain 4","1","0","1","0.0919355"
"FAM20B","family with sequence similarity 20, member B","0","0","3","0.0919355"
"GNPDA2","glucosamine-6-phosphate deaminase 2","2","0","1","0.0919355"
"MDP1","magnesium-dependent phosphatase 1","0","0","1","0.0919355"
"PPP1R3F","protein phosphatase 1, regulatory (inhibitor) subunit 3F","0","0","2","0.0919355"
"RALYL","RALY RNA binding protein-like","0","0","1","0.0919355"
"RBM38","RNA binding motif protein 38","0","0","1","0.0919355"
"RBPMS2","RNA binding protein with multiple splicing 2","0","0","2","0.0919355"
"SEC24D","Sec24 related gene family, member D (S. cerevisiae)","1","0","1","0.0919355"
"SEPP1","selenoprotein P, plasma, 1","0","0","1","0.0919355"
"STRAP","serine/threonine kinase receptor associated protein","1","0","1","0.0919355"
"UGDH","UDP-glucose dehydrogenase","5","0","1","0.0919355"
"UHMK1","U2AF homology motif (UHM) kinase 1","0","0","1","0.0919355"
"DNM3","dynamin 3","3","0","5","0.09163"
"DNAJC27","DnaJ (Hsp40) homolog, subfamily C, member 27","0","0","4","0.0915539"
"ATRNL1","attractin like 1","0","0","3","0.0914274"
"CYTH3","cytohesin 3","0","1","3","0.0914274"
"DOCK7","dedicator of cytokinesis 7","0","0","3","0.0914274"
"ZFP282","zinc finger protein 282","0","0","3","0.0914274"
"CDH5","cadherin 5","2","0","2","0.0911759"
"CRISPLD1","cysteine-rich secretory protein LCCL domain containing 1","0","0","2","0.0911759"
"IRAK1","interleukin-1 receptor-associated kinase 1","6","4","2","0.0911759"
"LPIN1","lipin 1","0","0","2","0.0911759"
"SMC2","structural maintenance of chromosomes 2","0","0","2","0.0911759"
"TM9SF4","transmembrane 9 superfamily protein member 4","0","0","2","0.0911759"
"ZFP287","zinc finger protein 287","0","0","2","0.0911759"
"DMD","dystrophin, muscular dystrophy","4","1","4","0.0908005"
"ACLY","ATP citrate lyase","2","0","1","0.0904286"
"ADC","arginine decarboxylase","2","0","1","0.0904286"
"BOC","biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein","0","0","1","0.0904286"
"CAPN2","calpain 2","4","2","1","0.0904286"
"CLK3","CDC-like kinase 3","0","0","1","0.0904286"
"DPP3","dipeptidylpeptidase 3","0","0","1","0.0904286"
"EHMT2","euchromatic histone lysine N-methyltransferase 2","1","0","1","0.0904286"
"MED19","mediator of RNA polymerase II transcription, subunit 19 homolog (yeast)","0","0","1","0.0904286"
"NRIP1","nuclear receptor interacting protein 1","0","2","1","0.0904286"
"OPA1","optic atrophy 1 homolog (human)","0","0","1","0.0904286"
"PDPN","podoplanin","0","0","1","0.0904286"
"PHLPP1","PH domain and leucine rich repeat protein phosphatase 1","0","0","1","0.0904286"
"POLK","polymerase (DNA directed), kappa","0","0","1","0.0904286"
"PRKRA","protein kinase, interferon inducible double stranded RNA dependent activator","0","0","1","0.0904286"
"ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4","2","0","1","0.0904286"
"PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase, type II, beta","3","0","3","0.0904284"
"HNRNPD","heterogeneous nuclear ribonucleoprotein D","0","0","4","0.0904283"
"PRKCZ","protein kinase C, zeta","5","1","2","0.0904283"
"ZFP295","zinc finger protein 295","0","0","2","0.0904283"
"CAMSAP1L1","calmodulin regulated spectrin-associated protein 1-like 1","0","0","4","0.0900592"
"FBXL20","F-box and leucine-rich repeat protein 20","0","0","4","0.0900592"
"B3GAT2","beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)","3","0","3","0.089937"
"RNF144B","ring finger protein 144B","0","0","3","0.089937"
"4921517D22RIK","RIKEN cDNA 4921517D22 gene","0","0","2","0.0896932"
"ADAMTS17","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17","0","0","2","0.0896932"
"CAR10","carbonic anhydrase 10","0","0","2","0.0896932"
"CYBB","cytochrome b-245, beta polypeptide","2","0","2","0.0896932"
"FAT3","FAT tumor suppressor homolog 3 (Drosophila)","0","0","4","0.0896932"
"FYN","Fyn proto-oncogene","8","7","2","0.0896932"
"KANK2","KN motif and ankyrin repeat domains 2","0","0","2","0.0896932"
"PI4K2B","phosphatidylinositol 4-kinase type 2 beta","3","0","2","0.0896932"
"PRKAR2B","protein kinase, cAMP dependent regulatory, type II beta","2","25","2","0.0896932"
"SCAPER","S phase cyclin A-associated protein in the ER","0","0","2","0.0896932"
"ZC3H10","zinc finger CCCH type containing 10","0","0","2","0.0896932"
"ARFGEF2","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)","0","1","3","0.0894507"
"CDKL2","cyclin-dependent kinase-like 2 (CDC2-related kinase)","0","0","3","0.0894507"
"RASA2","RAS p21 protein activator 2","1","0","3","0.0894507"
"SH3GL2","SH3-domain GRB2-like 2","1","0","3","0.0894507"
"ELAVL1","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)","0","1","4","0.0893301"
"ASXL2","additional sex combs like 2 (Drosophila)","0","0","5","0.0892578"
"RUFY2","RUN and FYVE domain-containing 2","0","0","5","0.0892578"
"ARPC5","actin related protein 2/3 complex, subunit 5","3","5","2","0.08897"
"B3GNT1","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1","3","0","2","0.08897"
"CRHR1","corticotropin releasing hormone receptor 1","2","0","2","0.08897"
"PLEKHG5","pleckstrin homology domain containing, family G (with RhoGef domain) member 5","0","0","2","0.08897"
"GABPB1","GA repeat binding protein, beta 1","0","0","3","0.0889698"
"PDPK1","3-phosphoinositide dependent protein kinase 1","8","7","4","0.0889698"
"SLC6A2","solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2","0","0","4","0.0889698"
"TCFCP2L1","transcription factor CP2-like 1","0","0","4","0.0889698"
"YPEL2","yippee-like 2 (Drosophila)","0","0","4","0.0889698"
"BC030476","cDNA sequence BC030476","0","0","1","0.0889696"
"DDX50","DEAD (Asp-Glu-Ala-Asp) box polypeptide 50","0","0","1","0.0889696"
"DNAJB12","DnaJ (Hsp40) homolog, subfamily B, member 12","1","0","1","0.0889696"
"ELFN1","leucine rich repeat and fibronectin type III, extracellular 1","0","0","1","0.0889696"
"HERPUD1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1","1","0","1","0.0889696"
"HNRNPF","heterogeneous nuclear ribonucleoprotein F","0","0","1","0.0889696"
"IFNG","interferon gamma","17","11","1","0.0889696"
"KCNJ12","potassium inwardly-rectifying channel, subfamily J, member 12","0","0","1","0.0889696"
"KCTD17","potassium channel tetramerisation domain containing 17","0","0","1","0.0889696"
"MRC2","mannose receptor, C type 2","1","0","1","0.0889696"
"NOL6","nucleolar protein family 6 (RNA-associated)","0","0","1","0.0889696"
"SHH","sonic hedgehog","3","2","1","0.0889696"
"SOX30","SRY-box containing gene 30","0","0","1","0.0889696"
"TMCO7","transmembrane and coiled-coil domains 7","0","0","1","0.0889696"
"TRIM26","tripartite motif-containing 26","0","0","1","0.0889696"
"FAM78B","family with sequence similarity 78, member B","0","0","4","0.0886125"
"MFHAS1","malignant fibrous histiocytoma amplified sequence 1","0","0","3","0.0884942"
"NECAB1","N-terminal EF-hand calcium binding protein 1","0","0","3","0.0884942"
"VASH2","vasohibin 2","0","0","3","0.0884942"
"CXADR","coxsackie virus and adenovirus receptor","1","0","4","0.0882581"
"VAPB","vesicle-associated membrane protein, associated protein B and C","0","0","4","0.0882581"
"CHRM1","cholinergic receptor, muscarinic 1, CNS","3","2","2","0.088258"
"FAM98A","family with sequence similarity 98, member A","0","0","2","0.088258"
"MARK2","MAP/microtubule affinity-regulating kinase 2","0","0","2","0.088258"
"PARD3","par-3 (partitioning defective 3) homolog (C. elegans)","5","0","2","0.088258"
"PDCL","phosducin-like","0","0","2","0.088258"
"PPARA","peroxisome proliferator activated receptor alpha","3","5","2","0.088258"
"SOX7","SRY-box containing gene 7","0","0","2","0.088258"
"UBTF","upstream binding transcription factor, RNA polymerase I","0","0","2","0.088258"
"ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1","4","0","5","0.0881171"
"GOSR1","golgi SNAP receptor complex member 1","1","0","3","0.0880233"
"GTF2A1","general transcription factor II A, 1","1","2","3","0.0880233"
"SCD2","stearoyl-Coenzyme A desaturase 2","2","0","3","0.0880233"
"ARL8A","ADP-ribosylation factor-like 8A","0","0","1","0.0875576"
"ARNT2","aryl hydrocarbon receptor nuclear translocator 2","2","0","3","0.0875576"
"BHLHE23","basic helix-loop-helix family, member e23","0","0","1","0.0875576"
"CCDC50","coiled-coil domain containing 50","0","0","3","0.0875576"
"COL19A1","collagen, type XIX, alpha 1","0","0","5","0.0875576"
"COPS7A","COP9 (constitutive photomorphogenic) homolog, subunit 7a (Arabidopsis thaliana)","0","0","1","0.0875576"
"CSNK2A1","casein kinase 2, alpha 1 polypeptide","3","10","3","0.0875576"
"CTNNA1","catenin (cadherin associated protein), alpha 1","7","1","1","0.0875576"
"CYBASC3","cytochrome b, ascorbate dependent 3","0","0","1","0.0875576"
"DLX2","distal-less homeobox 2","0","0","1","0.0875576"
"ERMP1","endoplasmic reticulum metallopeptidase 1","0","0","2","0.0875576"
"ETS2","E26 avian leukemia oncogene 2, 3' domain","1","2","2","0.0875576"
"FEN1","flap structure specific endonuclease 1","3","0","1","0.0875576"
"GCAP14","granule cell antiserum positive 14","0","0","4","0.0875576"
"GIGYF2","GRB10 interacting GYF protein 2","0","0","3","0.0875576"
"KLHDC5","kelch domain containing 5","0","0","4","0.0875576"
"LONRF3","LON peptidase N-terminal domain and ring finger 3","0","0","4","0.0875576"
"PCOLCE2","procollagen C-endopeptidase enhancer 2","0","0","2","0.0875576"
"PDHX","pyruvate dehydrogenase complex, component X","4","0","1","0.0875576"
"RAB8A","RAB8A, member RAS oncogene family","1","1","1","0.0875576"
"RPN2","ribophorin II","3","1","1","0.0875576"
"SKI","ski sarcoma viral oncogene homolog (avian)","0","0","3","0.0875576"
"SLC11A2","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2","1","0","2","0.0875576"
"SLC6A5","solute carrier family 6 (neurotransmitter transporter, glycine), member 5","0","0","3","0.0875576"
"TBX15","T-box 15","0","0","2","0.0875576"
