"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"TMEM123","transmembrane protein 123","0","0","5","0.142746"
"TMX1","thioredoxin-related transmembrane protein 1","0","0","5","0.142746"
"ZFP629","zinc finger protein 629","0","0","5","0.142746"
"CDH5","cadherin 5","2","0","4","0.14251"
"CRISPLD1","cysteine-rich secretory protein LCCL domain containing 1","0","0","4","0.14251"
"LPIN1","lipin 1","0","0","4","0.14251"
"MAPK4","mitogen-activated protein kinase 4","1","1","4","0.14251"
"RPP14","ribonuclease P 14 subunit (human)","1","0","4","0.14251"
"TULP4","tubby like protein 4","0","0","8","0.14251"
"UTY","ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome","0","0","4","0.14251"
"RGP1","RGP1 retrograde golgi transport homolog (S. cerevisiae)","0","0","7","0.142342"
"VWC2L","von Willebrand factor C domain-containing protein 2-like","0","0","7","0.142342"
"EPT1","ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)","3","0","10","0.142275"
"ANKRD34A","ankyrin repeat domain 34A","0","0","3","0.142118"
"ARL6IP5","ADP-ribosylation factor-like 6 interacting protein 5","0","0","3","0.142118"
"BC038156","","0","0","3","0.142118"
"CACNA1E","calcium channel, voltage-dependent, R type, alpha 1E subunit","3","0","9","0.142118"
"CDC73","cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)","0","0","3","0.142118"
"GPR68","G protein-coupled receptor 68","0","0","3","0.142118"
"IGFBP3","insulin-like growth factor binding protein 3","1","1","3","0.142118"
"IL6","interleukin 6","14","11","3","0.142118"
"NKIRAS2","NFKB inhibitor interacting Ras-like protein 2","0","0","3","0.142118"
"SEMA7A","sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A","1","0","3","0.142118"
"TLN2","talin 2","1","0","6","0.142118"
"ZIC1","zinc finger protein of the cerebellum 1","0","0","3","0.142118"
"DCAF10","DDB1 and CUL4 associated factor 10","0","0","10","0.141807"
"EPHB3","Eph receptor B3","1","0","5","0.141807"
"GIT2","G protein-coupled receptor kinase-interactor 2","1","1","5","0.141807"
"SYT11","synaptotagmin XI","0","0","5","0.141807"
"ACLY","ATP citrate lyase","2","0","2","0.141342"
"BSDC1","BSD domain containing 1","0","0","4","0.141342"
"CHST10","carbohydrate sulfotransferase 10","0","0","4","0.141342"
"COIL","coilin","0","0","2","0.141342"
"EHMT2","euchromatic histone lysine N-methyltransferase 2","1","0","2","0.141342"
"IQSEC1","IQ motif and Sec7 domain 1","1","0","2","0.141342"
"MXD1","MAX dimerization protein 1","0","0","6","0.141342"
"NUMA1","nuclear mitotic apparatus protein 1","0","2","2","0.141342"
"OLA1","Obg-like ATPase 1","0","0","2","0.141342"
"PDPN","podoplanin","0","0","2","0.141342"
"PHLPP1","PH domain and leucine rich repeat protein phosphatase 1","0","0","2","0.141342"
"TMEM35","transmembrane protein 35","0","0","4","0.141342"
"CREB5","cAMP responsive element binding protein 5","3","0","7","0.141012"
"CCNG1","cyclin G1","1","0","5","0.14088"
"RRAGC","Ras-related GTP binding C","0","0","5","0.14088"
"SLC2A3","solute carrier family 2 (facilitated glucose transporter), member 3","0","1","5","0.14088"
"GLCCI1","glucocorticoid induced transcript 1","0","0","8","0.140765"
"AFTPH","aftiphilin","0","0","3","0.140574"
"APH1A","anterior pharynx defective 1a homolog (C. elegans)","2","0","3","0.140574"
"AQP4","aquaporin 4","1","0","3","0.140574"
"DUSP10","dual specificity phosphatase 10","1","0","3","0.140574"
"ERLIN2","ER lipid raft associated 2","0","0","6","0.140574"
"KIF26B","kinesin family member 26B","0","0","3","0.140574"
"LINGO1","leucine rich repeat and Ig domain containing 1","0","0","3","0.140574"
"TCFAP2B","transcription factor AP-2 beta","0","0","7","0.140356"
"KIF3B","kinesin family member 3B","0","0","8","0.140193"
"PRKAR2B","protein kinase, cAMP dependent regulatory, type II beta","2","25","4","0.140193"
"SEL1L","sel-1 suppressor of lin-12-like (C. elegans)","1","0","8","0.140193"
"STIM1","stromal interaction molecule 1","0","0","4","0.140193"
"ZC3H10","zinc finger CCCH type containing 10","0","0","4","0.140193"
"EGR3","early growth response 3","0","1","5","0.139965"
"ELOVL5","ELOVL family member 5, elongation of long chain fatty acids (yeast)","1","0","5","0.139965"
"ORC4","origin recognition complex, subunit 4","1","0","5","0.139965"
"FOXJ2","forkhead box J2","0","0","6","0.139814"
"UBE2N","ubiquitin-conjugating enzyme E2N","1","0","6","0.139814"
"HS6ST2","heparan sulfate 6-O-sulfotransferase 2","1","0","7","0.139706"
"USP6NL","USP6 N-terminal like","0","0","7","0.139706"
"RUFY2","RUN and FYVE domain-containing 2","0","0","10","0.139512"
"ABCE1","ATP-binding cassette, sub-family E (OABP), member 1","0","0","3","0.139062"
"ACSM5","acyl-CoA synthetase medium-chain family member 5","2","0","3","0.139062"
"ACTL6A","actin-like 6A","0","0","2","0.139062"
"ALS2CR4","amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4","0","0","1","0.139062"
"ANXA11","annexin A11","0","0","1","0.139062"
"AP2B1","adaptor-related protein complex 2, beta 1 subunit","2","0","5","0.139062"
"B3GALT2","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2","2","0","4","0.139062"
"BC030476","cDNA sequence BC030476","0","0","2","0.139062"
"BCAR3","breast cancer anti-estrogen resistance 3","0","0","1","0.139062"
"BNC2","basonuclin 2","0","0","4","0.139062"
"CCDC132","coiled-coil domain containing 132","0","0","1","0.139062"
"DEM1","defects in morphology 1 homolog (S. cerevisiae)","0","0","1","0.139062"
"ELFN1","leucine rich repeat and fibronectin type III, extracellular 1","0","0","2","0.139062"
"FRAT1","frequently rearranged in advanced T-cell lymphomas","1","1","2","0.139062"
"FUT4","fucosyltransferase 4","2","0","2","0.139062"
"HERPUD1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1","1","0","2","0.139062"
"HEXA","hexosaminidase A","7","0","1","0.139062"
"HMX3","H6 homeobox 3","0","0","1","0.139062"
"HNF4G","hepatocyte nuclear factor 4, gamma","1","0","3","0.139062"
"IDE","insulin degrading enzyme","1","0","5","0.139062"
"LASP1","LIM and SH3 protein 1","0","0","5","0.139062"
"LRBA","LPS-responsive beige-like anchor","0","0","3","0.139062"
"MAP1LC3A","microtubule-associated protein 1 light chain 3 alpha","0","0","1","0.139062"
"ME1","malic enzyme 1, NADP(+)-dependent, cytosolic","3","1","3","0.139062"
"MED8","mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)","0","0","3","0.139062"
"MIDN","midnolin","0","0","3","0.139062"
"NDFIP1","Nedd4 family interacting protein 1","0","0","1","0.139062"
"NEK6","NIMA (never in mitosis gene a)-related expressed kinase 6","0","0","5","0.139062"
"NLGN2","neuroligin 2","1","0","5","0.139062"
"NRM","nurim (nuclear envelope membrane protein)","0","0","1","0.139062"
"PDPK1","3-phosphoinositide dependent protein kinase 1","8","7","8","0.139062"
"PHF21B","PHD finger protein 21B","0","0","3","0.139062"
"PXK","PX domain containing serine/threonine kinase","0","0","2","0.139062"
"RNF7","ring finger protein 7","1","0","2","0.139062"
"SLC30A9","solute carrier family 30 (zinc transporter), member 9","0","0","4","0.139062"
"TENC1","tensin like C1 domain-containing phosphatase","0","0","1","0.139062"
"YPEL2","yippee-like 2 (Drosophila)","0","0","8","0.139062"
"YTHDC2","YTH domain containing 2","0","0","4","0.139062"
"ZFHX2","zinc finger homeobox 2","0","0","2","0.139062"
"FZD5","frizzled homolog 5 (Drosophila)","4","0","8","0.138504"
"SRSF2IP","serine/arginine-rich splicing factor 2, interacting protein","0","0","6","0.138319"
"GRIA4","glutamate receptor, ionotropic, AMPA4 (alpha 4)","1","0","5","0.13817"
"PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","1","0","5","0.13817"
"1110003E01RIK","RIKEN cDNA 1110003E01 gene","0","0","4","0.137949"
"4930539E08RIK","RIKEN cDNA 4930539E08 gene","0","0","4","0.137949"
"CASC3","cancer susceptibility candidate 3","1","0","4","0.137949"
"HRAS1","Harvey rat sarcoma virus oncogene 1","32","0","4","0.137949"
"PDCL","phosducin-like","0","0","4","0.137949"
"PPARA","peroxisome proliferator activated receptor alpha","3","5","4","0.137949"
"SPOCK2","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2","0","0","4","0.137949"
"UBTF","upstream binding transcription factor, RNA polymerase I","0","0","4","0.137949"
"ZDHHC7","zinc finger, DHHC domain containing 7","0","0","4","0.137949"
"RASSF8","Ras association (RalGDS/AF-6) domain family (N-terminal) member 8","0","0","7","0.137792"
"DENR","density-regulated protein","0","0","3","0.137583"
"GTF2A1","general transcription factor II A, 1","1","2","6","0.137583"
"RAB40C","Rab40c, member RAS oncogene family","0","0","3","0.137583"
"SYT2","synaptotagmin II","0","0","3","0.137583"
"ZFX","zinc finger protein X-linked","0","0","6","0.137583"
"ZYG11B","zyg-ll homolog B (C. elegans)","0","0","3","0.137583"
"CELF1","CUGBP, Elav-like family member 1","0","0","9","0.137097"
"RGS8","regulator of G-protein signaling 8","0","0","9","0.137097"
"ANKS1","ankyrin repeat and SAM domain containing 1","0","0","6","0.136855"
"ATG2A","ATG2 autophagy related 2 homolog A (S. cerevisiae)","0","0","2","0.136855"
"CDK18","cyclin-dependent kinase 18","0","0","2","0.136855"
"CTNNA1","catenin (cadherin associated protein), alpha 1","7","1","2","0.136855"
"DLX2","distal-less homeobox 2","0","0","2","0.136855"
"ERMP1","endoplasmic reticulum metallopeptidase 1","0","0","4","0.136855"
"ETS2","E26 avian leukemia oncogene 2, 3' domain","1","2","4","0.136855"
"ISCA1","iron-sulfur cluster assembly 1 homolog (S. cerevisiae)","0","0","2","0.136855"
"LRRC28","leucine rich repeat containing 28","0","0","4","0.136855"
"PGAM1","phosphoglycerate mutase 1","2","1","2","0.136855"
"RAB8A","RAB8A, member RAS oncogene family","1","1","2","0.136855"
"RPS6KA1","ribosomal protein S6 kinase polypeptide 1","6","9","2","0.136855"
"SLC25A20","solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20","0","0","2","0.136855"
"SORCS2","sortilin-related VPS10 domain containing receptor 2","0","0","4","0.136855"
"TBC1D13","TBC1 domain family, member 13","0","0","4","0.136855"
"TBX15","T-box 15","0","0","4","0.136855"
"THAP11","THAP domain containing 11","0","0","2","0.136855"
"UBTD1","ubiquitin domain containing 1","0","0","2","0.136855"
"WAC","WW domain containing adaptor with coiled-coil","0","0","2","0.136855"
"GPC6","glypican 6","0","0","9","0.136614"
"BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB","0","0","5","0.136422"
"DENND1A","DENN/MADD domain containing 1A","0","0","3","0.136135"
"GM13242","predicted gene 13242","0","0","3","0.136135"
"LRRC1","leucine rich repeat containing 1","0","0","3","0.136135"
"NKRF","NF-kappaB repressing factor","0","0","3","0.136135"
"SLC1A2","solute carrier family 1 (glial high affinity glutamate transporter), member 2","1","0","3","0.136135"
"SRRM3","serine/arginine repetitive matrix 3","0","0","3","0.136135"
"OTUD7B","OTU domain containing 7B","0","0","8","0.135777"
"RBM18","RNA binding motif protein 18","0","0","4","0.135777"
"SEMA3C","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","1","0","4","0.135777"
"SENP2","SUMO/sentrin specific peptidase 2","2","0","4","0.135777"
"ZZEF1","zinc finger, ZZ-type with EF hand domain 1","0","0","4","0.135777"
"BPTF","bromodomain PHD finger transcription factor","0","0","10","0.135564"
"ARID5B","AT rich interactive domain 5B (MRF1-like)","0","0","5","0.135563"
"IQSEC2","IQ motif and Sec7 domain 2","1","0","6","0.135422"
"ZFP113","zinc finger protein 113","0","0","6","0.135422"
"SLC8A1","solute carrier family 8 (sodium/calcium exchanger), member 1","6","0","13","0.135367"
"DAB2IP","disabled homolog 2 (Drosophila) interacting protein","0","0","7","0.13532"
"FOXK1","forkhead box K1","0","0","7","0.13532"
"AFF3","AF4/FMR2 family, member 3","0","0","2","0.134717"
"ASCC3","activating signal cointegrator 1 complex subunit 3","0","0","2","0.134717"
"BCR","breakpoint cluster region","2","2","2","0.134717"
"CARM1","coactivator-associated arginine methyltransferase 1","0","4","2","0.134717"
"GCNT1","glucosaminyl (N-acetyl) transferase 1, core 2","2","0","2","0.134717"
"IL25","interleukin 25","1","0","2","0.134717"
"NARS","asparaginyl-tRNA synthetase","1","0","2","0.134717"
"ORAI3","ORAI calcium release-activated calcium modulator 3","0","0","2","0.134717"
"PON2","paraoxonase 2","1","0","2","0.134717"
"SNAPC1","small nuclear RNA activating complex, polypeptide 1","0","0","2","0.134717"
"SP7","Sp7 transcription factor 7","0","0","2","0.134717"
"VAV2","vav 2 oncogene","9","1","2","0.134717"
"4930588N13RIK","RIKEN cDNA 4930588N13 gene","0","0","1","0.134716"
"ABHD8","abhydrolase domain containing 8","0","0","1","0.134716"
"ADAMTS1","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1","0","0","4","0.134716"
"ALS2CR11","amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 (human)","0","0","1","0.134716"
"ANXA4","annexin A4","0","0","3","0.134716"
"ATG4B","autophagy-related 4B (yeast)","1","0","3","0.134716"
"BCL2L12","BCL2-like 12 (proline rich)","0","0","1","0.134716"
"CCL22","chemokine (C-C motif) ligand 22","2","0","4","0.134716"
"CTTNBP2NL","CTTNBP2 N-terminal like","0","0","5","0.134716"
"FBXW7","F-box and WD-40 domain protein 7","1","0","3","0.134716"
"FGF18","fibroblast growth factor 18","4","0","1","0.134716"
"FOXQ1","forkhead box Q1","0","0","1","0.134716"
"G0S2","G0/G1 switch gene 2","0","0","1","0.134716"
"H47","histocompatibility 47","1","0","1","0.134716"
"IKZF5","IKAROS family zinc finger 5","0","0","5","0.134716"
"KIDINS220","kinase D-interacting substrate 220","1","0","4","0.134716"
"LGALS1","lectin, galactose binding, soluble 1","0","0","1","0.134716"
"LOXL2","lysyl oxidase-like 2","0","0","1","0.134716"
"NCKAP1L","NCK associated protein 1 like","1","0","3","0.134716"
"NFE2L2","nuclear factor, erythroid derived 2, like 2","1","0","1","0.134716"
"NXF1","nuclear RNA export factor 1 homolog (S. cerevisiae)","1","0","1","0.134716"
"OSBPL1A","oxysterol binding protein-like 1A","0","0","1","0.134716"
"PCDH1","protocadherin 1","0","0","1","0.134716"
"PLEKHH3","pleckstrin homology domain containing, family H (with MyTH4 domain) member 3","0","0","3","0.134716"
"PLEKHO2","pleckstrin homology domain containing, family O member 2","0","0","4","0.134716"
"PLK3","polo-like kinase 3 (Drosophila)","0","0","1","0.134716"
"PRPF3","PRP3 pre-mRNA processing factor 3 homolog (yeast)","1","0","1","0.134716"
"RPS6KB1","ribosomal protein S6 kinase, polypeptide 1","6","10","6","0.134716"
"RTEL1","regulator of telomere elongation helicase 1","0","0","1","0.134716"
"SEPN1","selenoprotein N, 1","0","0","3","0.134716"
"SNRPB","small nuclear ribonucleoprotein B","2","0","1","0.134716"
"STK19","serine/threonine kinase 19","0","0","1","0.134716"
"TBC1D19","TBC1 domain family, member 19","0","0","1","0.134716"
"TTYH3","tweety homolog 3 (Drosophila)","0","0","4","0.134716"
"TXNL1","thioredoxin-like 1","0","0","3","0.134716"
"USP28","ubiquitin specific peptidase 28","0","0","3","0.134716"
"CYB561D1","cytochrome b-561 domain containing 1","0","0","7","0.134118"
"CSNK1A1","casein kinase 1, alpha 1","2","4","6","0.134018"
"TMOD2","tropomodulin 2","0","0","11","0.133955"
"MAPK14","mitogen-activated protein kinase 14","16","25","5","0.13388"
"PTPRG","protein tyrosine phosphatase, receptor type, G","0","0","5","0.13388"
"WHSC1L1","Wolf-Hirschhorn syndrome candidate 1-like 1 (human)","1","0","10","0.13388"
"SRGAP2","SLIT-ROBO Rho GTPase activating protein 2","1","0","8","0.133672"
"CHRDL1","chordin-like 1","0","0","6","0.133327"
"INA","internexin neuronal intermediate filament protein, alpha","0","0","3","0.133327"
"NKIRAS1","NFKB inhibitor interacting Ras-like protein 1","0","0","6","0.133327"
"RNF43","ring finger protein 43","0","0","3","0.133327"
"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1","0","0","3","0.133327"
"PIKFYVE","phosphoinositide kinase, FYVE finger containing","4","0","8","0.133156"
"AI597468","expressed sequence AI597468","0","0","5","0.133053"
"HHIP","Hedgehog-interacting protein","3","0","5","0.133053"
"LEPROTL1","leptin receptor overlapping transcript-like 1","0","0","5","0.133053"
"ZFP46","zinc finger protein 46","0","0","7","0.132936"
"BRAF","Braf transforming gene","27","1","9","0.132871"
"ARHGAP28","Rho GTPase activating protein 28","0","0","6","0.132644"
"CD86","CD86 antigen","9","2","4","0.132644"
"CPSF6","cleavage and polyadenylation specific factor 6","0","0","4","0.132644"
"EHD3","EH-domain containing 3","1","0","4","0.132644"
"NOTCH1","Notch gene homolog 1 (Drosophila)","3","1","4","0.132644"
"STRN","striatin, calmodulin binding protein","0","0","4","0.132644"
"ALDH1A2","aldehyde dehydrogenase family 1, subfamily A2","2","0","2","0.132643"
"CD200","CD200 antigen","0","0","2","0.132643"
"LRRK2","leucine-rich repeat kinase 2","1","0","2","0.132643"
"SLC6A4","solute carrier family 6 (neurotransmitter transporter, serotonin), member 4","0","0","2","0.132643"
"TFIP11","tuftelin interacting protein 11","0","0","2","0.132643"
"DSTYK","dual serine/threonine and tyrosine protein kinase","0","0","7","0.132353"
"DVL2","dishevelled 2, dsh homolog (Drosophila)","5","0","5","0.132237"
"ZFP346","zinc finger protein 346","0","0","5","0.132237"
"CD4","CD4 antigen","5","11","3","0.131967"
"FAM18B","family with sequence similarity 18, member B","0","0","3","0.131967"
"MPZ","myelin protein zero","1","0","3","0.131967"
"RAB9B","RAB9B, member RAS oncogene family","0","0","6","0.131967"
"TEX261","testis expressed gene 261","0","0","3","0.131967"
"TPPP","tubulin polymerization promoting protein","0","0","6","0.131967"
"TRA2B","transformer 2 beta homolog (Drosophila)","1","0","3","0.131967"
"FOXP1","forkhead box P1","0","0","7","0.131775"
"PDZD2","PDZ domain containing 2","0","0","7","0.131775"
"TRP63","transformation related protein 63","0","0","7","0.131775"
"SLC7A6","solute carrier family 7 (cationic amino acid transporter, y+ system), member 6","0","0","4","0.131631"
"HSPA13","heat shock protein 70 family, member 13","0","0","5","0.131431"
"MAN2A1","mannosidase 2, alpha 1","2","0","6","0.131297"
"1110034G24RIK","RIKEN cDNA 1110034G24 gene","0","0","1","0.130634"
"9930012K11RIK","RIKEN cDNA 9930012K11 gene","0","0","2","0.130634"
"ANGPT1","angiopoietin 1","0","0","5","0.130634"
"ARL2","ADP-ribosylation factor-like 2","0","0","1","0.130634"
"ATF7IP","activating transcription factor 7 interacting protein","0","0","2","0.130634"
"AVIL","advillin","0","0","1","0.130634"
"AW555464","expressed sequence AW555464","0","0","3","0.130634"
"BLOC1S2","biogenesis of lysosome-related organelles complex-1, subunit 2","0","0","1","0.130634"
"CALR","calreticulin","4","1","1","0.130634"
"CD79B","CD79B antigen","1","2","1","0.130634"
"CHRM3","cholinergic receptor, muscarinic 3, cardiac","6","0","1","0.130634"
"CHST8","carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8","0","0","1","0.130634"
"CHSY3","chondroitin sulfate synthase 3","2","0","3","0.130634"
"COL4A4","collagen, type IV, alpha 4","6","5","4","0.130634"
"CRYAA","crystallin, alpha A","1","0","1","0.130634"
"EIF4ENIF1","eukaryotic translation initiation factor 4E nuclear import factor 1","0","0","1","0.130634"
"ENOX2","ecto-NOX disulfide-thiol exchanger 2","0","0","4","0.130634"
"FBXL12","F-box and leucine-rich repeat protein 12","0","0","2","0.130634"
"FBXW9","F-box and WD-40 domain protein 9","0","0","1","0.130634"
"GCG","glucagon","1","0","1","0.130634"
"HIATL1","hippocampus abundant transcript-like 1","0","0","3","0.130634"
"HOOK3","hook homolog 3 (Drosophila)","0","0","5","0.130634"
"HYOU1","hypoxia up-regulated 1","1","0","3","0.130634"
"IL12A","interleukin 12a","11","7","1","0.130634"
"KIF13A","kinesin family member 13A","0","0","4","0.130634"
"MUP5","major urinary protein 5","0","0","1","0.130634"
"PCP4L1","Purkinje cell protein 4-like 1","0","0","3","0.130634"
"PDE3B","phosphodiesterase 3B, cGMP-inhibited","3","1","2","0.130634"
"PDZD8","PDZ domain containing 8","0","0","3","0.130634"
"PGM3","phosphoglucomutase 3","1","0","5","0.130634"
"PPIC","peptidylprolyl isomerase C","0","0","1","0.130634"
"RBM14","RNA binding motif protein 14","0","0","3","0.130634"
"SLC35A2","solute carrier family 35 (UDP-galactose transporter), member A2","0","0","4","0.130634"
"SLC35D3","solute carrier family 35, member D3","0","0","3","0.130634"
"SLCO3A1","solute carrier organic anion transporter family, member 3a1","0","0","6","0.130634"
"TES","testis derived transcript","0","0","3","0.130634"
"TMEM65","transmembrane protein 65","0","0","6","0.130634"
"TNC","tenascin C","2","0","2","0.130634"
"TRAPPC6B","trafficking protein particle complex 6B","0","0","1","0.130634"
"TSN","translin","0","0","5","0.130634"
"TSNAX","translin-associated factor X","0","0","3","0.130634"
"ZBTB43","zinc finger and BTB domain containing 43","0","0","7","0.130634"
"ZFP828","zinc finger protein 828","0","0","2","0.130634"
"ANKRD40","ankyrin repeat domain 40","0","0","5","0.129847"
"DCUN1D1","DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)","0","0","5","0.129847"
"DDHD1","DDHD domain containing 1","0","0","5","0.129847"
"CCDC126","coiled-coil domain containing 126","0","0","4","0.129652"
"COG3","component of oligomeric golgi complex 3","0","0","4","0.129652"
"FRZB","frizzled-related protein","0","0","4","0.129652"
"KCTD5","potassium channel tetramerisation domain containing 5","0","0","4","0.129652"
"LIMD1","LIM domains containing 1","0","0","4","0.129652"
"AGTR1A","angiotensin II receptor, type 1a","4","0","3","0.129328"
"DLGAP2","discs, large (Drosophila) homolog-associated protein 2","0","0","3","0.129328"
"FBXL16","F-box and leucine-rich repeat protein 16","0","0","3","0.129328"
"FURIN","furin (paired basic amino acid cleaving enzyme)","0","0","3","0.129328"
"JUB","ajuba","0","0","3","0.129328"
"RAPGEFL1","Rap guanine nucleotide exchange factor (GEF)-like 1","0","0","6","0.129328"
"TEK","endothelial-specific receptor tyrosine kinase","0","0","3","0.129328"
"TPD52","tumor protein D52","0","0","3","0.129328"
"ZCCHC17","zinc finger, CCHC domain containing 17","0","0","3","0.129328"
"ZRANB2","zinc finger, RAN-binding domain containing 2","0","0","3","0.129328"
"FAM63B","family with sequence similarity 63, member B","0","0","8","0.129166"
"IGF1","insulin-like growth factor 1","13","7","7","0.128959"
"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)","0","0","11","0.128859"
"AQP11","aquaporin 11","0","0","2","0.128685"
"DMC1","DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)","0","0","2","0.128685"
"FAM109A","family with sequence similarity 109, member A","0","0","2","0.128685"
"GRHL1","grainyhead-like 1 (Drosophila)","0","0","2","0.128685"
"LIPT2","lipoyl(octanoyl) transferase 2 (putative)","2","0","2","0.128685"
"MAFF","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)","0","1","2","0.128685"
"RRM1","ribonucleotide reductase M1","4","0","2","0.128685"
"SLC16A7","solute carrier family 16 (monocarboxylic acid transporters), member 7","0","0","2","0.128685"
"USP5","ubiquitin specific peptidase 5 (isopeptidase T)","0","0","2","0.128685"
"ARHGEF9","CDC42 guanine nucleotide exchange factor (GEF) 9","0","2","6","0.128684"
"C1D","C1D nuclear receptor co-repressor","1","0","4","0.128684"
"FAM53B","family with sequence similarity 53, member B","0","0","6","0.128684"
"KCNA6","potassium voltage-gated channel, shaker-related, subfamily, member 6","0","0","4","0.128684"
"MSTN","myostatin","0","0","4","0.128684"
"CASC4","cancer susceptibility candidate 4","0","0","5","0.128301"
"PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","1","0","5","0.128301"
"ABCB9","ATP-binding cassette, sub-family B (MDR/TAP), member 9","2","0","3","0.128047"
"CAMKV","CaM kinase-like vesicle-associated","0","0","3","0.128047"
"SSBP3","single-stranded DNA binding protein 3","0","0","3","0.128047"
"TRRAP","transformation/transcription domain-associated protein","0","1","3","0.128047"
"HIP1","huntingtin interacting protein 1","1","0","7","0.127866"
"ABCC4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4","1","0","4","0.127731"
"DAPK1","death associated protein kinase 1","2","0","4","0.127731"
"DUSP7","dual specificity phosphatase 7","1","0","4","0.127731"
"ELK1","ELK1, member of ETS oncogene family","8","20","4","0.127731"
"RNFT2","ring finger protein, transmembrane 2","0","0","4","0.127731"
"SLC43A2","solute carrier family 43, member 2","0","0","4","0.127731"
"FAM160B1","family with sequence similarity 160, member B1","0","0","5","0.127542"
"GLS","glutaminase","6","0","6","0.127416"
"HECW1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1","0","0","6","0.127416"
"MCL1","myeloid cell leukemia sequence 1","0","0","6","0.127416"
"THRB","thyroid hormone receptor beta","1","1","6","0.127416"
"FRMPD4","FERM and PDZ domain containing 4","0","0","7","0.127327"
"PCDHA4","protocadherin alpha 4","0","0","7","0.127327"
"AK5","adenylate kinase 5","2","0","2","0.126792"
"ANKRA2","ankyrin repeat, family A (RFXANK-like), 2","0","0","2","0.126792"
"ATP6V1H","ATPase, H+ transporting, lysosomal V1 subunit H","4","0","1","0.126792"
"CYTH2","cytohesin 2","0","1","2","0.126792"
"EDNRA","endothelin receptor type A","3","1","4","0.126792"
"FAM78A","family with sequence similarity 78, member A","0","0","4","0.126792"
"FAM98B","family with sequence similarity 98, member B","0","0","1","0.126792"
"FHL2","four and a half LIM domains 2","0","1","1","0.126792"
"GM1006","predicted gene 1006","0","0","1","0.126792"
"GMPS","guanine monophosphate synthetase","3","0","2","0.126792"
"HDAC4","histone deacetylase 4","0","1","2","0.126792"
"HDDC3","HD domain containing 3","0","0","1","0.126792"
"HNRNPA1","heterogeneous nuclear ribonucleoprotein A1","1","0","4","0.126792"
"HNRNPR","heterogeneous nuclear ribonucleoprotein R","0","0","1","0.126792"
"HSPD1","heat shock protein 1 (chaperonin)","2","0","1","0.126792"
"IL24","interleukin 24","2","0","1","0.126792"
"KCNK1","potassium channel, subfamily K, member 1","0","0","2","0.126792"
"LAMA3","laminin, alpha 3","6","1","1","0.126792"
"MAD2L2","MAD2 mitotic arrest deficient-like 2 (yeast)","4","0","1","0.126792"
"MGAT3","mannoside acetylglucosaminyltransferase 3","2","0","5","0.126792"
"MPPED2","metallophosphoesterase domain containing 2","0","0","2","0.126792"
"MYF6","myogenic factor 6","0","0","1","0.126792"
"NAP1L2","nucleosome assembly protein 1-like 2","0","0","1","0.126792"
"NKD1","naked cuticle 1 homolog (Drosophila)","1","0","2","0.126792"
"NKX2-4","NK2 transcription factor related, locus 4 (Drosophila)","0","0","1","0.126792"
"PANK4","pantothenate kinase 4","2","0","2","0.126792"
"PPT2","palmitoyl-protein thioesterase 2","3","0","2","0.126792"
"RAB43","RAB43, member RAS oncogene family","0","0","5","0.126792"
"SH3BP5","SH3-domain binding protein 5 (BTK-associated)","0","0","2","0.126792"
"SLC25A22","solute carrier family 25 (mitochondrial carrier, glutamate), member 22","0","0","3","0.126792"
"SLMO2","slowmo homolog 2 (Drosophila)","0","0","2","0.126792"
"SNRK","SNF related kinase","0","0","6","0.126792"
"SPG20","spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)","0","0","3","0.126792"
"SPIRE1","spire homolog 1 (Drosophila)","1","0","6","0.126792"
"SYN1","synapsin I","0","0","2","0.126792"
"TMEM176B","transmembrane protein 176B","0","0","1","0.126792"
